2392
N,C2,NAN,CN,C,NAN,NAN,5.00E-11,0,0,10,300
N,C2H,NAN,C2N,H,NAN,NAN,1.70E-11,0,0,10,300
N,CN,NAN,N2,C,NAN,NAN,3.00E-10,0,0,298,2500
N,C2H3,NAN,C2H2,NH,NAN,NAN,1.20E-11,0,0,10,300
N,H2CN,NAN,HCN,NH,NAN,NAN,1.00E-10,0,200,200,2500
N,C2H4,NAN,HCN,CH3,NAN,NAN,3.69E-14,0,161,291,701
N,HCO,NAN,HCN,O,NAN,NAN,1.70E-10,0,0,10,300
N,HCO,NAN,CO,NH,NAN,NAN,5.71E-12,0.5,1000,33,300
N,HCO,NAN,OCN,H,NAN,NAN,1.00E-10,0,0,10,300
N,C2H5,NAN,H2CN,CH3,NAN,NAN,3.85E-11,0,0,10,300
N,C2H5,NAN,C2H4,NH,NAN,NAN,7.15E-11,0,0,10,300
N,NO,NAN,N2,O,NAN,NAN,3.75E-11,0,26,100,4000
N,HNO,NAN,NO,NH,NAN,NAN,2.94E-12,0.5,1000,33,300
N,O2,NAN,NO,O,NAN,NAN,2.26E-12,0.86,3134,200,14000
N,O2H,NAN,O2,NH,NAN,NAN,1.70E-13,0,0,10,300
N,HS,NAN,NS,H,NAN,NAN,1.00E-10,0,0,10,300
N,HS,NAN,S,NH,NAN,NAN,1.73E-11,0.5,9060,302,41000
N,C2N,NAN,CN,CN,NAN,NAN,1.00E-10,0,0,10,300
N,C3H2,NAN,HC3N,H,NAN,NAN,1.00E-13,0,0,10,300
N,SIC,NAN,SI,CN,NAN,NAN,5.00E-11,0,0,10,300
N,CO2,NAN,NO,CO,NAN,NAN,3.20E-13,0,1710,291,523
N,CS,NAN,S,CN,NAN,NAN,3.80E-11,0.5,1160,38,300
N,HCS,NAN,S,HCN,NAN,NAN,1.00E-10,0,0,10,300
N,NO2,NAN,N2,O,O,NAN,2.41E-12,0,0,300,300
N,NO2,NAN,NO,NO,NAN,NAN,1.00E-12,0,0,10,300
N,NO2,NAN,O2,N2,NAN,NAN,1.00E-12,0,0,10,300
N,NS,NAN,S,N2,NAN,NAN,3.00E-11,-0.6,0,10,300
N,SO,NAN,NS,O,NAN,NAN,4.68E-11,0.5,8254,275,300
N,SO,NAN,S,NO,NAN,NAN,1.73E-11,0.5,750,25,300
N,C3N,NAN,CN,C2N,NAN,NAN,1.00E-10,0,0,10,300
N,S2,NAN,NS,S,NAN,NAN,1.73E-11,0.5,4000,133,300
CH2,CH2,NAN,CH3,CH,NAN,NAN,4.00E-10,0,5000,300,2500
CH2,CH2,NAN,C2H2,H,H,NAN,1.80E-10,0,400,300,3000
CH2,CH2,NAN,C2H2,H2,NAN,NAN,2.63E-09,0,6013,1100,2720
CH2,CH2,NAN,C2H3,H,NAN,NAN,3.32E-11,0,0,1600,2300
CH2,O,NAN,OH,CH,NAN,NAN,4.98E-10,0,6000,1900,2300
CH2,O,NAN,CO,H,H,NAN,1.33E-10,0,0,10,2500
CH2,O,NAN,CO,H2,NAN,NAN,8.00E-11,0,0,1900,2600
CH2,O,NAN,HCO,H,NAN,NAN,5.01E-11,0,0,1200,1812
CH2,CH4,NAN,CH3,CH3,NAN,NAN,7.13E-12,0,5050,296,2500
CH2,OH,NAN,O,CH3,NAN,NAN,1.44E-11,0.5,3000,100,300
CH2,OH,NAN,H2O,CH,NAN,NAN,1.44E-11,0.5,3000,100,300
CH2,OH,NAN,H2CO,H,NAN,NAN,3.00E-11,0,0,10,2500
CH2,CN,NAN,HCN,CH,NAN,NAN,5.30E-12,0,2500,83,300
CH2,N2,NAN,HCN,NH,NAN,NAN,8.00E-12,0,18000,1500,2000
CH2,HCO,NAN,CO,CH3,NAN,NAN,3.00E-11,0,0,10,2500
CH2,NO,NAN,HCN,OH,NAN,NAN,3.65E-12,0,0,300,2000
CH2,NO,NAN,H2CO,N,NAN,NAN,2.70E-12,0,3500,116,300
CH2,H2CO,NAN,HCO,CH3,NAN,NAN,3.30E-13,0,3270,109,300
CH2,HNO,NAN,NO,CH3,NAN,NAN,1.70E-11,0,0,10,300
CH2,O2,NAN,CO2,H,H,NAN,3.65E-11,-3.3,1443,1000,1828
CH2,O2,NAN,CO2,H2,NAN,NAN,2.92E-11,-3.3,1443,1000,1828
CH2,O2,NAN,HCO,OH,NAN,NAN,4.10E-11,0,750,300,2500
CH2,O2,NAN,H2CO,O,NAN,NAN,3.65E-11,-3.3,1443,1000,1828
CH2,O2,NAN,CO,H2O,NAN,NAN,2.48E-10,-3.3,1443,1000,1828
CH2,S,NAN,HCS,H,NAN,NAN,1.00E-10,0,0,10,300
CH2,S,NAN,CS,H2,NAN,NAN,1.00E-10,0,0,10,300
CH2,NO2,NAN,H2CO,NO,NAN,NAN,6.91E-11,0,0,295,295
NH,NH,NAN,N2,H,H,NAN,1.16E-09,0,0,298,298
NH,NH,NAN,N2,H2,NAN,NAN,1.70E-11,0,0,10,300
NH,O,NAN,OH,N,NAN,NAN,1.16E-11,0,0,250,3000
NH,O,NAN,NO,H,NAN,NAN,1.16E-10,0,0,250,3000
NH,CH4,NAN,CH3,NH2,NAN,NAN,6.63E-16,6.13,5895,300,2000
NH,OH,NAN,HNO,H,NAN,NAN,3.32E-11,0,0,298,3000
NH,OH,NAN,NH2,O,NAN,NAN,2.93E-12,0.1,5800,298,3000
NH,OH,NAN,H2O,N,NAN,NAN,3.11E-12,1.2,0,298,3000
NH,NH3,NAN,NH2,NH2,NAN,NAN,5.25E-10,0,13470,1300,1700
NH,H2O,NAN,OH,NH2,NAN,NAN,1.83E-12,1.6,14090,600,3000
NH,CN,NAN,HCN,N,NAN,NAN,2.94E-12,0.5,1000,33,300
NH,NO,NAN,N2,O,H,NAN,5.00E-11,0,0,300,2500
NH,NO,NAN,N2,OH,NAN,NAN,1.46E-11,-0.58,37,295,4000
NH,S,NAN,HS,N,NAN,NAN,1.73E-11,0.5,4000,133,300
NH,S,NAN,NS,H,NAN,NAN,1.00E-10,0,0,10,300
NH,O2,NAN,NO,OH,NAN,NAN,2.54E-14,1.18,312,298,3300
NH,O2,NAN,HNO,O,NAN,NAN,6.88E-14,2.07,3281,300,3500
NH,NO2,NAN,HNO,NO,NAN,NAN,5.72E-12,0.5,2500,83,300
CH3,CH3,NAN,CH4,CH2,NAN,NAN,7.13E-12,0,5052,1950,2300
CH3,CH3,NAN,C2H4,H2,NAN,NAN,1.66E-08,0,16556,300,2651
CH3,CH3,NAN,C2H5,H,NAN,NAN,1.46E-11,0.1,5335,200,3000
CH3,O,NAN,H2CO,H,NAN,NAN,1.30E-10,0,0,10,2500
CH3,O,NAN,CO,H2,H,NAN,3.60E-11,0,202,354,925
CH3,NH2,NAN,CH2,NH3,NAN,NAN,4.76E-17,5.77,-151,300,2000
CH3,OH,NAN,CH4,O,NAN,NAN,3.27E-14,2.2,2240,298,2500
CH3,OH,NAN,H2O,CH2,NAN,NAN,1.20E-10,0,1400,300,1000
CH3,OH,NAN,H2CO,H2,NAN,NAN,1.70E-12,0,0,700,700
CH3,NH3,NAN,CH4,NH2,NAN,NAN,9.55E-14,0,4890,300,2500
CH3,H2O,NAN,OH,CH4,NAN,NAN,2.30E-15,3.47,6681,300,3000
CH3,CN,NAN,HCN,CH2,NAN,NAN,9.21E-12,0.7,1500,50,300
CH3,HCO,NAN,CO,CH4,NAN,NAN,2.00E-10,0,0,300,2500
CH3,NO,NAN,HCN,H2O,NAN,NAN,4.00E-12,0,7900,1100,2080
CH3,H2CO,NAN,HCO,CH4,NAN,NAN,1.34E-15,5.05,1636,300,2500
CH3,HNO,NAN,NO,CH4,NAN,NAN,3.32E-12,0,0,10,913
CH3,O2,NAN,HCO,H2O,NAN,NAN,1.66E-12,0,0,1700,2000
CH3,O2,NAN,H2CO,OH,NAN,NAN,5.64E-13,0,4500,298,3000
CH3,O2,NAN,O2H,CH2,NAN,NAN,5.30E-12,0,34975,1165,41000
CH3,S,NAN,H2CS,H,NAN,NAN,1.40E-10,0,0,10,300
CH3,NO2,NAN,H2CO,HNO,NAN,NAN,5.41E-12,0,0,298,298
CH3,O2H,NAN,O2,CH4,NAN,NAN,6.00E-12,0,0,10,2500
CH3,H2S,NAN,HS,CH4,NAN,NAN,3.30E-13,0,1105,300,2500
O,NH2,NAN,OH,NH,NAN,NAN,1.39E-11,0,40,200,3000
O,NH2,NAN,NO,H2,NAN,NAN,8.30E-12,0,0,298,3000
O,NH2,NAN,HNO,H,NAN,NAN,4.56E-11,0,-10,200,3000
O,CH4,NAN,OH,CH3,NAN,NAN,2.29E-12,2.2,3820,298,2500
O,OH,NAN,O2,H,NAN,NAN,3.50E-11,0,0,39,142
O,NH3,NAN,OH,NH2,NAN,NAN,1.89E-11,0,4003,298,2500
O,H2O,NAN,OH,OH,NAN,NAN,1.85E-11,0.95,8571,300,2500
O,C2,NAN,CO,C,NAN,NAN,1.00E-10,0,0,10,300
O,C2H,NAN,CO,CH,NAN,NAN,1.70E-11,0,0,290,2500
O,CN,NAN,NO,C,NAN,NAN,3.81E-11,0.5,14545,484,41000
O,CN,NAN,CO,N,NAN,NAN,4.36E-11,0.46,364,300,5000
O,C2H2,NAN,C2H,OH,NAN,NAN,5.30E-09,0,8520,284,300
O,C2H2,NAN,CO,CH2,NAN,NAN,8.39E-12,1.03,1197,230,2570
O,HCN,NAN,CN,OH,NAN,NAN,6.21E-10,0,12439,300,4000
O,HCN,NAN,CO,NH,NAN,NAN,7.30E-13,1.14,3742,300,2600
O,HCN,NAN,OCN,H,NAN,NAN,1.36E-12,1.38,3693,300,2600
O,C2H3,NAN,CH2CO,H,NAN,NAN,1.60E-10,0,0,10,2500
O,H2CN,NAN,OCN,H2,NAN,NAN,1.00E-10,0,0,10,300
O,N2,NAN,NO,N,NAN,NAN,2.51E-10,0,38602,1400,4700
O,C2H4,NAN,H2CO,CH2,NAN,NAN,4.20E-11,0,2520,226,2500
O,C2H4,NAN,C2H3,OH,NAN,NAN,2.42E-13,2.13,1338,290,2300
O,C2H4,NAN,HCO,CH3,NAN,NAN,1.52E-12,1.55,215,298,2500
O,C2H4,NAN,CH2CO,H2,NAN,NAN,5.11E-14,1.88,92,300,2000
O,HCO,NAN,CO2,H,NAN,NAN,5.00E-11,0,0,10,2500
O,HCO,NAN,CO,OH,NAN,NAN,5.00E-11,0,0,10,2500
O,C2H5,NAN,H2CO,CH3,NAN,NAN,2.67E-11,0,0,10,2500
O,SIH,NAN,SIO,H,NAN,NAN,1.00E-10,0,0,10,300
O,NO,NAN,O2,N,NAN,NAN,1.18E-11,0,20413,200,5000
O,H2CO,NAN,CO,OH,H,NAN,1.00E-10,0,0,1750,2575
O,H2CO,NAN,HCO,OH,NAN,NAN,1.07E-11,1.17,1242,250,2500
O,SIH2,NAN,SIO,H2,NAN,NAN,8.00E-11,0,0,10,300
O,SIH2,NAN,SIO,H,H,NAN,1.20E-10,0,0,10,300
O,HNO,NAN,NO,OH,NAN,NAN,6.00E-11,0,0,10,2500
O,HNO,NAN,O2,NH,NAN,NAN,2.94E-12,0.5,3500,116,300
O,HNO,NAN,NO2,H,NAN,NAN,1.00E-12,0,0,10,300
O,SIH3,NAN,H2SIO,H,NAN,NAN,1.40E-10,0,0,10,300
O,SIH4,NAN,SIH3,OH,NAN,NAN,1.98E-11,0,1183,280,1000
O,HS,NAN,S,OH,NAN,NAN,1.74E-11,0.67,956,298,2500
O,H2S,NAN,HS,OH,NAN,NAN,2.98E-12,1.62,1462,200,2000
O,C2N,NAN,CO,CN,NAN,NAN,6.00E-12,0,0,298,298
O,SIC,NAN,SIO,C,NAN,NAN,5.00E-11,0,0,10,300
O,SIC,NAN,SI,CO,NAN,NAN,5.00E-11,0,0,10,300
O,OCN,NAN,NO,CO,NAN,NAN,9.43E-11,-0.09,100,10,2500
O,OCN,NAN,O2,CN,NAN,NAN,4.02E-10,-1.43,3501,500,2500
O,CO2,NAN,O2,CO,NAN,NAN,2.46E-11,0,26567,300,6000
O,CS,NAN,S,CO,NAN,NAN,2.48E-10,-0.65,783,150,906
O,CS,NAN,SO,C,NAN,NAN,4.68E-11,0.5,28940,964,41000
O,HCS,NAN,OCS,H,NAN,NAN,5.00E-11,0,0,10,300
O,HCS,NAN,OH,CS,NAN,NAN,5.00E-11,0,0,10,300
O,NS,NAN,S,NO,NAN,NAN,1.00E-10,0,0,10,300
O,NS,NAN,SO,N,NAN,NAN,1.00E-11,0,0,133,300
O,SO,NAN,S,O2,NAN,NAN,6.60E-13,0,2760,92,300
O,C3N,NAN,C2N,CO,NAN,NAN,4.00E-11,0,0,10,300
O,SIC2,NAN,SIC,CO,NAN,NAN,4.00E-11,0,0,10,300
O,OCS,NAN,CO2,S,NAN,NAN,8.30E-11,0,5530,1200,1900
O,OCS,NAN,SO,CO,NAN,NAN,1.60E-11,0,2150,200,2500
O,SO2,NAN,SO,O2,NAN,NAN,9.01E-12,0,9837,440,3760
O,SIC3,NAN,SIC2,CO,NAN,NAN,4.00E-11,0,0,10,300
O,S2,NAN,SO,S,NAN,NAN,1.70E-11,0,0,298,2500
NH2,CH4,NAN,CH3,NH3,NAN,NAN,2.90E-13,2.87,5380,298,2500
NH2,OH,NAN,NH3,O,NAN,NAN,2.08E-13,0.76,262,298,2500
NH2,NO,NAN,N2,OH,H,NAN,1.49E-12,0,0,1500,2150
NH2,NO,NAN,N2,H2O,NAN,NAN,4.27E-11,-2.5,331,210,3000
CH4,OH,NAN,H2O,CH3,NAN,NAN,3.77E-13,2.42,1162,178,3000
CH4,CN,NAN,HCN,CH3,NAN,NAN,3.14E-12,1.53,504,160,2500
CH4,O2,NAN,O2H,CH3,NAN,NAN,6.70E-11,0,28640,300,2500
CH4,S,NAN,HS,CH3,NAN,NAN,3.39E-10,0,10019,1140,1480
OH,OH,NAN,H2O,O,NAN,NAN,1.65E-12,1.14,50,200,2500
OH,NH3,NAN,H2O,NH2,NAN,NAN,1.47E-13,2.05,7,200,3000
OH,CN,NAN,HCN,O,NAN,NAN,1.00E-11,0,1000,500,2500
OH,CN,NAN,OCN,H,NAN,NAN,7.00E-11,0,0,500,2500
OH,C2H2,NAN,C2H,H2O,NAN,NAN,1.05E-13,2.68,6060,300,2500
OH,C2H2,NAN,CH2CO,H,NAN,NAN,1.84E-11,0,5027,500,2500
OH,HCN,NAN,CN,H2O,NAN,NAN,1.87E-13,1.5,3887,298,2840
OH,HCN,NAN,CO,NH2,NAN,NAN,1.07E-13,0,5892,500,2500
OH,C2H3,NAN,C2H2,H2O,NAN,NAN,5.00E-11,0,0,10,2500
OH,CO,NAN,CO2,H,NAN,NAN,2.81E-13,0,176,80,3150
OH,SI,NAN,SIO,H,NAN,NAN,1.00E-10,0,0,10,3560
OH,HCO,NAN,CO,H2O,NAN,NAN,1.70E-10,0,0,10,2500
OH,C2H5,NAN,C2H4,H2O,NAN,NAN,4.00E-11,0,0,10,2500
OH,NO,NAN,NO2,H,NAN,NAN,5.20E-12,0,15100,503,41000
OH,S,NAN,SO,H,NAN,NAN,6.60E-11,0,0,298,298
OH,H2S,NAN,HS,H2O,NAN,NAN,6.30E-12,0,80,200,2500
OH,CS,NAN,OCS,H,NAN,NAN,9.39E-14,1.12,800,26,300
OH,SO,NAN,SO2,H,NAN,NAN,8.60E-11,0,0,298,298
NH3,CN,NAN,HCN,NH2,NAN,NAN,3.41E-11,-0.9,-9.9,25,761
C2,C2H2,NAN,C4H,H,NAN,NAN,4.10E-10,0,0,24,300
C2,O2,NAN,CO,CO,NAN,NAN,1.50E-11,0,4300,298,1300
C2,S,NAN,CS,C,NAN,NAN,1.00E-10,0,0,10,300
C2H,HCN,NAN,HC3N,H,NAN,NAN,5.30E-12,0,770,10,300
C2H,HNC,NAN,HC3N,H,NAN,NAN,5.30E-12,0,770,10,300
C2H,O2,NAN,HCO,CO,NAN,NAN,4.00E-12,0,0,10,2500
CN,CN,NAN,N2,C2,NAN,NAN,2.66E-09,0,21638,3800,7000
CN,C2H2,NAN,HC3N,H,NAN,NAN,2.72E-10,-0.52,19,10,300
CN,C2H4,NAN,C2H3,HCN,NAN,NAN,1.25E-10,0.7,30,25,2500
CN,HCO,NAN,CO,HCN,NAN,NAN,1.00E-10,0,0,10,2500
CN,NO,NAN,N2,CO,NAN,NAN,1.60E-13,0,0,300,1500
CN,NO,NAN,OCN,N,NAN,NAN,1.62E-10,0,21205,500,4430
CN,H2CO,NAN,HCO,HCN,NAN,NAN,2.60E-10,-0.47,826,297,2500
CN,HNO,NAN,NO,HCN,NAN,NAN,3.00E-11,0,0,10,2500
CN,O2,NAN,NO,CO,NAN,NAN,5.01E-12,-0.46,-8,13,1565
CN,O2,NAN,OCN,O,NAN,NAN,1.86E-11,-0.13,-40,13,4526
CN,S,NAN,NS,C,NAN,NAN,5.71E-11,0.5,32010,1067,41000
CN,SIH4,NAN,HCN,SIH3,NAN,NAN,2.20E-10,0,0,296,296
C2H2,SI,NAN,SIC2,H2,NAN,NAN,1.30E-10,-0.71,29,15,300
C2H2,NO,NAN,HCN,CO,H,NAN,8.97E-12,0,18973,1100,1500
CO,HNO,NAN,CO2,NH,NAN,NAN,3.32E-12,0,6170,10,1900
CO,O2,NAN,CO2,O,NAN,NAN,5.99E-12,0,24075,300,6000
CO,O2H,NAN,CO2,OH,NAN,NAN,5.60E-10,0,12160,250,2500
CO,HS,NAN,OCS,H,NAN,NAN,5.95E-14,1.12,8330,300,2000
CO,NO2,NAN,CO2,NO,NAN,NAN,1.48E-10,0,17000,300,2500
SI,CO,NAN,SIO,C,NAN,NAN,1.30E-09,0,34513,2720,5190
SI,NO,NAN,SIO,N,NAN,NAN,9.00E-11,-0.96,28,10,300
SI,O2,NAN,SIO,O,NAN,NAN,1.72E-10,-0.53,17,10,300
SI,CO2,NAN,SIO,CO,NAN,NAN,2.72E-11,0,282,300,3160
