!MOLECULE
SO  spectroscopy from CDMS
    7     6     2      1.203e-07       299.3839573        15.8
    8     6     3      1.417e-06       236.4522934        15.8
    9     6     5      2.911e-08        13.0438070        15.8
   10     7     4      3.165e-05       138.1786000        15.9
   11     8     2      8.575e-08       372.4341073        19.3
   12     8     3      1.419e-05       309.5024440        19.3
   13     8     4      2.843e-08       210.2025571        19.3
   14     8     5      5.250e-06        86.0939500        19.3
   15     9     2      1.583e-05       408.6361383        21.1
   16     9     3      1.390e-07       345.7044744        21.1
   17     9     4      1.007e-06       246.4045881        21.1
   18     9     6      1.080e-05       109.2522200        21.1
   19     9     8      1.942e-07        36.2020220        21.1
   20    10     7      7.021e-05       178.6054030        24.4
   21    11     3      8.999e-08       438.6413448        25.5
   22    11     4      1.455e-05       339.3414590        25.5
   23    11     7      2.751e-08       201.1628047        25.5
   24    11     8      2.250e-05       129.1389230        25.5
   25    12     3      1.595e-05       504.6762856        28.7
   26    12     4      1.629e-07       405.3763993        28.7
   27    12     7      7.117e-07       267.1977455        28.7
   28    12     9      4.233e-05       158.9718112        28.7
   29    12    11      5.509e-07        66.0349400        28.7
   30    13     4      9.537e-08       511.5228619        33.8
   31    13     7      1.508e-05       373.3442081        33.8
   32    13    10      2.632e-08       194.7388438        33.8
   33    13    11      5.833e-05       172.1814034        33.8
   34    14    10      1.335e-04       219.9494420        35.0
   35    15     4      1.507e-05       611.5524120        38.6
   36    15     7      1.903e-07       473.3737582        38.6
   37    15    10      5.326e-07       294.7683939        38.6
   38    15    12      1.010e-04       206.1760050        38.6
   39    15    13      1.083e-06       100.0296400        38.6
   40    16     7      1.015e-07       588.5648577        44.1
   41    16    10      1.575e-05       409.9594934        44.1
   42    16    13      1.193e-04       215.2206530        44.1
   43    16    14      2.524e-08       190.0101048        44.1
   44    17    14      2.282e-04       261.8437210        47.6
   45    18     7      1.384e-05       725.1995176        50.7
   46    18    10      2.197e-07       546.5941534        50.7
   47    18    14      4.200e-07       326.6447648        50.7
   48    18    15      1.925e-04       251.8257700        50.7
   49    18    16      1.749e-06       136.6347990        50.7
   50    19    10      1.081e-07       668.2153193        56.5
   51    19    14      1.651e-05       448.2659307        56.5
   52    19    16      2.120e-04       258.2558259        56.5
   53    19    17      2.433e-08       186.4222261        56.5
   54    19    18      6.473e-09       121.6211660        56.5
   55    20    17      3.609e-04       304.0778440        62.1
   56    21    10      1.259e-05       843.1442060        64.9
   57    21    14      2.505e-07       623.1948174        64.9
   58    21    17      3.450e-07       361.3511128        64.9
   59    21    18      3.229e-04       296.5500640        64.9
   60    21    19      2.514e-06       174.9288600        64.9
   61    22    14      1.152e-07       749.5520491        71.0
   62    22    17      1.735e-05       487.7083445        71.0
   63    22    19      3.429e-04       301.2861240        71.0
   64    22    20      2.359e-08       183.6304862        71.0
   65    22    21      7.465e-09       126.3572317        71.0
   66    23    20      5.382e-04       346.5284810        78.8
   67    24    14      1.143e-05       963.9091039        81.2
   68    24    17      2.823e-07       702.0653993        81.2
   69    24    19      2.521e-08       515.6431731        81.2
   70    24    20      2.921e-07       397.9875410        81.2
   71    24    21      4.985e-04       340.7141550        81.2
   72    24    22      3.351e-06       214.3570390        81.2
   73    25    17      1.226e-07       832.0190575        87.5
   74    25    20      1.823e-05       527.9411992        87.5
   75    25    22      5.186e-04       344.3106120        87.5
   76    25    23      2.297e-08       181.4126712        87.5
   77    25    24      8.274e-09       129.9536582        87.5
   78    26    23      7.665e-04       389.1209320        97.5
   79    27    17      1.042e-05      1086.5926858        99.7
   80    27    20      3.146e-07       782.5148275        99.7
   81    27    22      3.211e-08       598.8843413        99.7
   82    27    23      2.532e-07       435.9862996        99.7
   83    27    24      7.255e-04       384.5272866        99.7
   84    27    25      4.239e-06       254.5736284        99.7
   85    28    20      1.302e-07       915.2699946       106.1
   86    28    23      1.916e-05       568.7414667       106.1
   87    28    25      7.456e-04       387.3287950       106.1
   88    28    26      2.246e-08       179.6204980       106.1
   89    28    27      8.935e-09       132.7551671       106.1
   90    29    26      1.053e-03       431.8081960       118.2
   91    30    20      9.541e-06      1210.6255742       120.3
   92    30    23      3.475e-07       864.0970463       120.3
   93    30    25      3.934e-08       682.6843751       120.3
   94    30    26      2.234e-07       474.9760777       120.3
   95    30    27      1.011e-03       428.1107467       120.3
   96    30    28      5.167e-06       295.3556960       120.3
   97    31    23      1.380e-07       999.0810184       126.7
   98    31    26      2.012e-05       609.9600498       126.7
   99    31    28      1.030e-03       430.3395440       126.7
  100    31    29      2.204e-08       178.1518554       126.7
  101    31    30      9.482e-09       134.9839721       126.7
  102    32    29      1.403e-03       474.5596050       141.0
  103    33    23      8.777e-06      1335.6348296       142.9
  104    33    26      3.806e-07       946.5138609       142.9
  105    33    28      4.679e-08       766.8933629       142.9
  106    33    29      1.999e-07       514.7056665       142.9
  107    33    30      1.360e-03       471.5378180       142.9
  108    33    31      6.125e-06       336.5538112       142.9
  109    34    26      1.460e-07      1083.3022174       149.4
  110    34    29      2.110e-05       651.4940230       149.4
  111    34    31      1.379e-03       473.3421677       149.4
  112    34    32      2.169e-08       176.9344298       149.4
  113    34    33      9.935e-09       136.7883565       149.4
  114    35    32      1.824e-03       517.3545316       165.8
  115    36    26      8.114e-06      1461.3676149       167.6
  116    36    29      4.140e-07      1029.5594205       167.6
  117    36    31      5.444e-08       851.4075651       167.6
  118    36    32      1.809e-07       554.9998273       167.6
  119    36    33      1.780e-03       514.8537539       167.6
  120    36    34      7.104e-06       378.0653974       167.6
  121    37    29      1.540e-07      1167.8298519       174.2
  122    37    32      2.209e-05       693.2702588       174.2
  123    37    34      1.799e-03       516.3358289       174.2
  124    37    35      2.139e-08       175.9157271       174.2
  125    37    36      1.031e-08       138.2704315       174.2
  126    38    35      2.323e-03       560.1786500       192.7
  127    39    29      7.536e-06      1587.6470627       194.4
  128    39    32      4.477e-07      1113.0874695       194.4
  129    39    34      6.222e-08       936.1530397       194.4
  130    39    35      1.651e-07       595.7329379       194.4
  131    39    36      2.278e-03       558.0876422       194.4
  132    39    37      8.102e-06       419.8172108       194.4
  133    40    32      1.621e-07      1252.5899799       201.1
  134    40    35      2.311e-05       735.2354483       201.1
  135    40    37      2.297e-03       559.3197212       201.1
  136    40    38      2.113e-08       175.0567983       201.1
  137    40    39      1.064e-08       139.5025104       201.1
  138    41    38      2.905e-03       603.0216500       221.6
  139    42    32      7.030e-06      1714.3459223       223.2
  140    42    35      4.815e-07      1196.9913907       223.2
  141    42    37      7.012e-08      1021.0756636       223.2
  142    42    38      1.520e-07       636.8127407       223.2
  143    42    39      2.859e-03       601.2584520       223.2
  144    42    40      9.113e-06       461.7559424       223.2
  145    43    35      1.703e-07      1337.5284784       230.0
  146    43    38      2.413e-05       777.3498284       230.0
  147    43    40      2.878e-03       602.2930210       230.0
  148    43    41      2.092e-08       174.3281807       230.0
  149    43    42      1.091e-08       140.5370877       230.0
  150    44    41      3.577e-03       645.8759240       252.6
  151    45    35      6.583e-06      1841.3703074       254.2
  152    45    38      5.154e-07      1281.1916573       254.2
  153    45    40      7.811e-08      1106.1348591       254.2
  154    45    41      1.407e-07       678.1700097       254.2
  155    45    42      3.532e-03       644.3789180       254.2
  156    45    43      1.013e-05       503.8418290       254.2
  157    46    38      1.786e-07      1422.6047695       260.9
  158    46    41      2.516e-05       819.5831218       260.9
  159    46    43      3.550e-03       645.2549330       260.9
  160    46    44      2.074e-08       173.7072018       260.9
  161    46    45      1.115e-08       141.4131122       260.9
  162    47    44      4.346e-03       688.7357000       285.7
  163    48    38      6.186e-06      1968.6493628       287.2
  164    48    41      5.494e-07      1365.6277152       287.2
  165    48    43      8.619e-08      1191.2995345       287.2
  166    48    44      1.311e-07       719.7517951       287.2
  167    48    45      4.300e-03       687.4576940       287.2
  168    48    46      1.116e-05       546.0445933       287.2
  169    49    41      1.869e-07      1507.7877617       294.0
  170    49    44      2.619e-05       861.9118416       294.0
  171    49    46      4.317e-03       688.2046300       294.0
  172    49    47      2.058e-08       173.1761453       294.0
  173    49    48      1.135e-08       142.1600465       294.0
  174    50    47      5.217e-03       731.5964800       320.8
  175    51    41      5.833e-06      2096.1285099       322.2
  176    51    44      5.836e-07      1450.2525899       322.2
  177    51    46      9.433e-08      1276.5453881       322.2
  178    51    47      1.226e-07       761.5168935       322.2
  179    51    48      5.171e-03       730.5007947       322.2
  180    51    49      1.220e-05       588.3407482       322.2
  181    52    44      1.952e-07      1593.0531532       329.1
  182    52    47      2.723e-05       904.3174568       329.1
  183    52    49      5.188e-03       731.1413115       329.1
  184    52    50      2.044e-08       172.7209769       329.1
  185    52    51      1.152e-08       142.8005633       329.1
  186    53    50      6.199e-03       774.4546775       358.0
  187    54    44      5.515e-06      2223.7649158       359.3
  188    54    47      6.177e-07      1535.0292195       359.3
  189    54    49      1.025e-07      1361.8530742       359.3
  190    54    50      1.152e-07       803.4327395       359.3
  191    54    51      6.152e-03       773.5123260       359.3
  192    54    52      1.325e-05       630.7117627       359.3
  193    55    47      2.036e-07      1678.3815983       366.2
  194    55    50      2.829e-05       946.7851183       366.2
  195    55    52      6.169e-03       774.0641414       366.2
  196    55    53      2.033e-08       172.3304408       366.2
  197    55    54      1.167e-08       143.3523788       366.2
  198    56    53      7.297e-03       817.3073600       397.2
  199    57    47      5.229e-06      2351.5243857       398.5
  200    57    50      6.521e-07      1619.9279057       398.5
  201    57    52      1.108e-07      1447.2069289       398.5
  202    57    53      1.086e-07       845.4732283       398.5
  203    57    54      7.249e-03       816.4951840       398.5
  204    57    55      1.430e-05       673.1427874       398.5
  205    58    50      2.120e-07      1763.7574331       405.4
  206    58    53      2.933e-05       989.3027556       405.4
  207    58    55      7.265e-03       816.9723280       405.4
  208    58    56      2.023e-08       171.9954092       405.4
  209    58    57      1.181e-08       143.8295274       405.4
  210    59    56      8.515e-03       860.1520215       438.5
  211    60    50      4.969e-06      2479.3791851       439.8
  212    60    53      6.864e-07      1704.9245077       439.8
  213    60    56      1.028e-07       887.6171613       439.8
  214    60    57      8.467e-03       859.4512794       439.8
  215    60    58      1.535e-05       715.6217520       439.8
  216    61    53      2.204e-07      1849.1677723       446.7
  217    61    56      3.039e-05      1031.8604259       446.7
  218    61    58      8.485e-03       859.8650167       446.7
  219    61    59      2.014e-08       171.7084044       446.7
  220    61    60      1.192e-08       144.2432647       446.7
  221    62    59      9.864e-03       902.9865820       481.8
  222    63    53      4.733e-06      2607.3064857       483.1
  223    63    56      7.206e-07      1789.9991393       483.1
  224    63    59      9.748e-08       929.8471178       483.1
  225    63    60      9.817e-03       902.3819640       483.1
  226    63    61      1.640e-05       758.1387134       483.1
  227    64    56      2.289e-07      1934.6018580       490.0
  228    64    59      3.144e-05      1074.4498364       490.0
  229    64    61      9.831e-03       902.7414190       490.0
  230    64    62      2.007e-08       171.4632440       490.0
  231    64    63      1.202e-08       144.6027186       490.0
  232    65    62      1.135e-02       945.8092162       527.2
  233    66    56      4.518e-06      2735.2872367       528.5
  234    66    59      7.550e-07      1875.1352152       528.5
  235    66    62      9.271e-08       972.1486228       528.5
  236    66    63      1.130e-02       945.2880974       528.5
  237    66    64      1.746e-05       800.6853788       528.5
  238    67    62      3.250e-05      1117.0639897       535.4
  239    67    64      1.131e-02       945.6007457       535.4
  240    67    65      2.001e-08       171.2547735       535.4
  241    67    66      1.211e-08       144.9153669       535.4
  242    68    65      1.297e-02       988.6182539       574.6
  243    69    59      4.320e-06      2863.3053327       575.9
  244    69    62      7.895e-07      1960.3187402       575.9
  245    69    66      1.292e-02       988.1701175       575.9
  246    69    67      1.852e-05       843.2547505       575.9
  247    70    65      3.356e-05      1159.6969159       582.9
  248    70    67      1.293e-02       988.4421425       582.9
  249    70    68      1.996e-08       171.0786621       582.9
  250    70    69      1.219e-08       145.1873920       582.9
  251    71    68      1.474e-02      1031.4122130       624.1
  252    72    62      4.139e-06      2991.3469909       625.4
  253    72    65      8.239e-07      2045.5377746       625.4
  254    72    69      1.469e-02      1031.0282490       625.4
  255    72    70      1.958e-05       885.8408550       625.4
  256    73    68      3.462e-05      1202.3434690       632.3
  257    73    70      1.471e-02      1031.2648040       632.3
  258    73    71      1.992e-08       170.9312452       632.3
  259    73    72      1.226e-08       145.4239482       632.3
  260    74    71      1.666e-02      1074.1897671       675.7
  261    75    65      3.971e-06      3119.4002799       676.9
  262    75    68      8.584e-07      2130.7820260       676.9
  263    75    72      1.662e-02      1073.8625052       676.9
  264    75    73      2.064e-05       928.4385570       676.9
  265    76    71      3.568e-05      1244.9991686       683.9
  266    76    73      1.663e-02      1074.0679234       683.9
  267    76    74      1.989e-08       170.8094016       683.9
  268    77    74      1.875e-02      1116.9496215       729.3
  269    78    68      3.815e-06      3247.4547576       730.5
  270    78    71      8.929e-07      2216.0425339       730.5
  271    78    75      1.870e-02      1116.6727316       730.5
  272    78    76      2.170e-05       971.0433652       730.5
  273    79    74      3.674e-05      1287.6600780       737.5
  274    79    76      1.872e-02      1116.8506765       737.5
  275    79    77      1.986e-08       170.7104566       737.5
  276    80    77      2.100e-02      1159.6906013       785.0
  277    81    71      3.671e-06      3375.5011913       786.2
  278    81    74      9.275e-07      2301.3114243       786.2
  279    81    78      2.095e-02      1159.4586575       786.2
  280    81    79      2.277e-05      1013.6513462       786.2
  281    82    77      3.780e-05      1330.3227067       793.2
  282    82    79      2.096e-02      1159.6122502       793.2
  283    83    80      2.342e-02      1202.4115823       842.7
  284    84    74      3.537e-06      3503.5313377       843.9
  285    84    77      9.620e-07      2386.5817162       843.9
  286    84    81      2.338e-02      1202.2199134       843.9
  287    84    82      2.383e-05      1056.2590095       843.9
  288    85    80      3.887e-05      1372.9839340       850.9
  289    85    82      2.339e-02      1202.3518286       850.9
  290    86    83      2.602e-02      1245.1111280       902.4
  291    87    77      3.412e-06      3631.5377693       903.6
  292    87    84      2.598e-02      1244.9555080       903.6
  293    87    85      2.489e-05      1098.8632340       903.6
  294    88    83      3.993e-05      1415.6409473       910.6
  295    88    85      2.599e-02      1245.0678590       910.6
  296    89    86      2.881e-02      1287.7892740       964.2
  297    90    80      3.295e-06      3759.5137368       965.4
  298    90    87      2.876e-02      1287.6670620       965.4
  299    90    88      2.596e-05      1141.4612072       965.4
  300    91    86      4.098e-05      1458.2911923       972.4
  301    91    88      2.877e-02      1287.7617510       972.4
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 SO-H2  scaled from SO-He (Lique et al. 2006)
!NUMBER OF COLL TRANS
4095
!NUMBER OF COLLISION TEMPERATURES
8
!COLL TEMPS
      60      80     100     120     150     200     250     300
!TRANS + UP + LOW + RATE COEFFS(cm^3 s^-1)
    1     2     1   3.07e-12   2.41e-12   2.04e-12   1.82e-12   1.62e-12   1.46e-12   1.39e-12   1.37e-12
    2     3     1   3.10e-12   2.92e-12   2.84e-12   2.80e-12   2.78e-12   2.80e-12   2.85e-12   2.91e-12
    3     3     2   3.20e-11   3.04e-11   2.96e-11   2.91e-11   2.89e-11   2.91e-11   2.96e-11   3.02e-11
    4     4     1   3.27e-12   3.04e-12   2.90e-12   2.79e-12   2.68e-12   2.56e-12   2.50e-12   2.45e-12
    5     4     2   2.12e-11   2.13e-11   2.15e-11   2.18e-11   2.21e-11   2.28e-11   2.35e-11   2.41e-11
    6     4     3   3.92e-11   3.84e-11   3.82e-11   3.82e-11   3.86e-11   3.95e-11   4.05e-11   4.15e-11
    7     5     1   3.89e-13   2.68e-13   1.99e-13   1.56e-13   1.16e-13   8.00e-14   6.05e-14   4.86e-14
    8     5     2   3.49e-11   3.45e-11   3.44e-11   3.45e-11   3.49e-11   3.61e-11   3.74e-11   3.88e-11
    9     5     3   4.67e-11   4.82e-11   4.94e-11   5.04e-11   5.18e-11   5.40e-11   5.60e-11   5.78e-11
   10     5     4   5.35e-11   5.08e-11   4.88e-11   4.73e-11   4.56e-11   4.38e-11   4.27e-11   4.20e-11
   11     6     1   2.32e-11   2.29e-11   2.28e-11   2.28e-11   2.31e-11   2.38e-11   2.47e-11   2.55e-11
   12     6     2   4.92e-12   4.77e-12   4.70e-12   4.68e-12   4.70e-12   4.77e-12   4.88e-12   5.00e-12
   13     6     3   1.20e-11   1.12e-11   1.07e-11   1.04e-11   1.00e-11   9.66e-12   9.47e-12   9.35e-12
   14     6     4   6.53e-12   6.20e-12   6.05e-12   5.99e-12   6.01e-12   6.17e-12   6.41e-12   6.66e-12
   15     6     5   2.43e-12   2.14e-12   1.99e-12   1.90e-12   1.83e-12   1.80e-12   1.82e-12   1.85e-12
   16     7     1   6.44e-13   5.47e-13   4.93e-13   4.62e-13   4.40e-13   4.34e-13   4.47e-13   4.66e-13
   17     7     2   1.83e-11   1.77e-11   1.73e-11   1.71e-11   1.68e-11   1.65e-11   1.63e-11   1.62e-11
   18     7     3   2.93e-11   2.96e-11   2.99e-11   3.03e-11   3.08e-11   3.19e-11   3.31e-11   3.41e-11
   19     7     4   4.64e-11   4.51e-11   4.45e-11   4.43e-11   4.45e-11   4.54e-11   4.66e-11   4.78e-11
   20     7     5   3.41e-12   3.01e-12   2.77e-12   2.63e-12   2.53e-12   2.51e-12   2.57e-12   2.68e-12
   21     7     6   5.76e-12   6.30e-12   6.72e-12   7.05e-12   7.40e-12   7.76e-12   7.96e-12   8.08e-12
   22     8     1   1.91e-13   1.31e-13   9.77e-14   7.64e-14   5.63e-14   3.78e-14   2.77e-14   2.15e-14
   23     8     2   3.29e-11   3.38e-11   3.46e-11   3.52e-11   3.60e-11   3.72e-11   3.84e-11   3.95e-11
   24     8     3   4.32e-11   4.17e-11   4.06e-11   3.98e-11   3.91e-11   3.84e-11   3.82e-11   3.82e-11
   25     8     4   2.32e-11   2.32e-11   2.34e-11   2.36e-11   2.41e-11   2.50e-11   2.60e-11   2.69e-11
   26     8     5   3.26e-11   3.20e-11   3.16e-11   3.15e-11   3.15e-11   3.19e-11   3.26e-11   3.33e-11
   27     8     6   1.83e-12   1.75e-12   1.71e-12   1.70e-12   1.70e-12   1.73e-12   1.77e-12   1.81e-12
   28     8     7   3.78e-11   3.96e-11   4.11e-11   4.22e-11   4.34e-11   4.45e-11   4.51e-11   4.55e-11
   29     9     1   2.27e-11   2.29e-11   2.31e-11   2.32e-11   2.35e-11   2.40e-11   2.45e-11   2.50e-11
   30     9     2   5.35e-12   5.00e-12   4.76e-12   4.59e-12   4.40e-12   4.20e-12   4.09e-12   4.02e-12
   31     9     3   2.74e-12   2.46e-12   2.31e-12   2.23e-12   2.18e-12   2.20e-12   2.27e-12   2.36e-12
   32     9     4   1.17e-11   1.29e-11   1.38e-11   1.45e-11   1.52e-11   1.59e-11   1.63e-11   1.65e-11
   33     9     5   3.49e-12   3.52e-12   3.56e-12   3.60e-12   3.68e-12   3.82e-12   3.95e-12   4.07e-12
   34     9     6   5.49e-11   5.31e-11   5.21e-11   5.14e-11   5.10e-11   5.10e-11   5.16e-11   5.23e-11
   35     9     7   3.01e-12   2.85e-12   2.80e-12   2.83e-12   2.94e-12   3.23e-12   3.58e-12   3.94e-12
   36     9     8   5.56e-12   5.22e-12   5.00e-12   4.86e-12   4.71e-12   4.59e-12   4.54e-12   4.52e-12
   37    10     1   1.93e-12   2.21e-12   2.42e-12   2.58e-12   2.76e-12   2.93e-12   3.02e-12   3.07e-12
   38    10     2   2.40e-12   2.14e-12   1.99e-12   1.91e-12   1.87e-12   1.91e-12   2.01e-12   2.13e-12
   39    10     3   2.52e-11   2.43e-11   2.37e-11   2.32e-11   2.28e-11   2.25e-11   2.23e-11   2.23e-11
   40    10     4   3.51e-11   3.53e-11   3.57e-11   3.60e-11   3.67e-11   3.79e-11   3.92e-11   4.04e-11
   41    10     5   8.48e-12   9.67e-12   1.06e-11   1.13e-11   1.20e-11   1.28e-11   1.32e-11   1.34e-11
   42    10     6   6.69e-13   5.89e-13   5.54e-13   5.45e-13   5.66e-13   6.46e-13   7.50e-13   8.57e-13
   43    10     7   5.37e-11   5.25e-11   5.19e-11   5.18e-11   5.19e-11   5.29e-11   5.41e-11   5.54e-11
   44    10     8   2.45e-12   2.15e-12   2.00e-12   1.93e-12   1.94e-12   2.08e-12   2.30e-12   2.54e-12
   45    10     9   4.30e-12   4.88e-12   5.42e-12   5.91e-12   6.54e-12   7.35e-12   7.93e-12   8.35e-12
   46    11     1   6.99e-14   4.91e-14   3.71e-14   2.94e-14   2.20e-14   1.52e-14   1.14e-14   9.06e-15
   47    11     2   2.63e-11   2.52e-11   2.44e-11   2.37e-11   2.30e-11   2.22e-11   2.17e-11   2.14e-11
   48    11     3   1.88e-11   1.88e-11   1.88e-11   1.89e-11   1.91e-11   1.97e-11   2.03e-11   2.10e-11
   49    11     4   3.56e-11   3.68e-11   3.77e-11   3.84e-11   3.92e-11   4.00e-11   4.05e-11   4.08e-11
   50    11     5   1.85e-11   1.91e-11   1.97e-11   2.01e-11   2.08e-11   2.18e-11   2.28e-11   2.36e-11
   51    11     6   1.45e-12   1.33e-12   1.25e-12   1.19e-12   1.13e-12   1.07e-12   1.03e-12   1.01e-12
   52    11     7   1.30e-11   1.30e-11   1.30e-11   1.32e-11   1.35e-11   1.42e-11   1.50e-11   1.57e-11
   53    11     8   4.14e-11   4.18e-11   4.23e-11   4.29e-11   4.37e-11   4.51e-11   4.64e-11   4.75e-11
   54    11     9   2.44e-12   2.34e-12   2.29e-12   2.27e-12   2.27e-12   2.31e-12   2.37e-12   2.44e-12
   55    11    10   2.44e-11   2.65e-11   2.82e-11   2.97e-11   3.15e-11   3.37e-11   3.51e-11   3.61e-11
   56    12     1   1.56e-11   1.49e-11   1.43e-11   1.39e-11   1.34e-11   1.30e-11   1.27e-11   1.25e-11
   57    12     2   1.59e-12   1.48e-12   1.41e-12   1.37e-12   1.35e-12   1.35e-12   1.37e-12   1.41e-12
   58    12     3   6.78e-12   7.56e-12   8.16e-12   8.62e-12   9.10e-12   9.56e-12   9.80e-12   9.92e-12
   59    12     4   1.32e-12   1.17e-12   1.11e-12   1.10e-12   1.15e-12   1.31e-12   1.52e-12   1.73e-12
   60    12     5   4.59e-12   4.32e-12   4.14e-12   3.99e-12   3.84e-12   3.68e-12   3.58e-12   3.52e-12
   61    12     6   2.98e-11   3.01e-11   3.04e-11   3.07e-11   3.13e-11   3.24e-11   3.35e-11   3.46e-11
   62    12     7   6.46e-12   7.38e-12   8.27e-12   9.09e-12   1.01e-11   1.15e-11   1.25e-11   1.32e-11
   63    12     8   3.54e-12   3.46e-12   3.43e-12   3.43e-12   3.47e-12   3.57e-12   3.68e-12   3.80e-12
   64    12     9   6.31e-11   6.29e-11   6.31e-11   6.34e-11   6.39e-11   6.50e-11   6.62e-11   6.72e-11
   65    12    10   2.51e-12   2.72e-12   2.91e-12   3.08e-12   3.31e-12   3.62e-12   3.88e-12   4.11e-12
   66    12    11   7.17e-12   7.29e-12   7.41e-12   7.52e-12   7.65e-12   7.79e-12   7.88e-12   7.94e-12
   67    13     1   3.21e-14   2.24e-14   1.68e-14   1.33e-14   9.91e-15   6.77e-15   5.04e-15   3.97e-15
   68    13     2   3.24e-12   2.99e-12   2.86e-12   2.80e-12   2.79e-12   2.89e-12   3.05e-12   3.22e-12
   69    13     3   2.55e-11   2.65e-11   2.72e-11   2.78e-11   2.83e-11   2.89e-11   2.91e-11   2.93e-11
   70    13     4   1.12e-11   1.10e-11   1.10e-11   1.11e-11   1.13e-11   1.18e-11   1.24e-11   1.30e-11
   71    13     5   2.05e-11   2.06e-11   2.06e-11   2.07e-11   2.07e-11   2.07e-11   2.07e-11   2.06e-11
   72    13     6   2.61e-13   2.16e-13   1.90e-13   1.74e-13   1.61e-13   1.54e-13   1.54e-13   1.58e-13
   73    13     7   2.55e-11   2.70e-11   2.82e-11   2.93e-11   3.07e-11   3.24e-11   3.36e-11   3.44e-11
   74    13     8   2.65e-11   2.71e-11   2.76e-11   2.82e-11   2.90e-11   3.03e-11   3.17e-11   3.30e-11
   75    13     9   3.08e-12   3.14e-12   3.21e-12   3.26e-12   3.32e-12   3.37e-12   3.40e-12   3.42e-12
   76    13    10   8.90e-12   9.04e-12   9.22e-12   9.43e-12   9.75e-12   1.03e-11   1.10e-11   1.15e-11
   77    13    11   4.51e-11   4.45e-11   4.44e-11   4.46e-11   4.54e-11   4.71e-11   4.88e-11   5.05e-11
   78    13    12   2.36e-12   2.26e-12   2.21e-12   2.19e-12   2.21e-12   2.28e-12   2.39e-12   2.50e-12
   79    14     1   1.12e-13   9.97e-14   9.73e-14   1.01e-13   1.16e-13   1.54e-13   2.00e-13   2.46e-13
   80    14     2   7.08e-12   7.96e-12   8.66e-12   9.21e-12   9.82e-12   1.05e-11   1.09e-11   1.12e-11
