    39    11     9  1.174E-08        1061.12383000   114.54         35.39528  1.0
    40    11     8  6.769E-08        1120.71482100   114.54         37.38302  1.0
    41    12     8  1.987E-08        1179.87901900   117.38         39.35653  1.0
    42    14    12  1.738E-08        1406.37212560   184.87         46.91152  1.0
    43    14    10  9.225E-08        1466.80713300   184.87         48.92742  1.0
    44    15    10  2.635E-08        1525.13064800   187.67         50.87288  1.0
    45    17    15  2.367E-08        1751.25461600   271.72         58.41557  1.0
    46    17    13  1.199E-07        1812.40525800   271.72         60.45533  1.0
    47    18    13  3.369E-08        1870.01770900   274.48         62.37708  1.0
    48    20    18  3.081E-08        2095.77757570   375.06         69.90762  1.0
    49    20    16  1.514E-07        2157.57777300   375.06         71.96905  1.0
    50    21    16  4.212E-08        2214.54594550   377.80         73.86930  1.0
    51    23    21  3.901E-08        2439.91281060   494.89         81.38673  1.0
    52    23    19  1.878E-07        2502.32402100   494.89         83.46854  1.0
    53    24    19  5.190E-08        2558.68742990   497.60         85.34863  1.0
    54    26    24  4.853E-08        2783.61892910   631.19         92.85153  1.0
    55    26    22  2.301E-07        2846.61691290   631.19         94.95292  1.0
    56    27    22  6.331E-08        2902.40072790   633.87         96.81367  1.0
    57    29    27  5.963E-08        3126.84834750   783.93        104.30043  1.0
    58    29    25  2.797E-07        3190.41687330   783.93        106.42085  1.0
    59    30    25  7.668E-08        3245.63825740   786.58        108.26284  1.0
    60    32    30  7.265E-08        3469.55035060   953.10        115.73174  1.0
    61    32    28  3.378E-07        3533.67812540   953.10        117.87081  1.0
    62    33    28  9.237E-08        3588.34930510   955.72        119.69445  1.0
    63    35    33  8.792E-08        3811.67249530  1138.65        127.14371  1.0
    64    35    31  4.059E-07        3876.35140570  1138.65        129.30116  1.0
    65    36    31  1.108E-07        3930.48143010  1141.25        131.10675  1.0
    66    38    36  1.059E-07        4153.16132720  1340.57        138.53455  1.0
    67    38    34  4.859E-07        4218.38540500  1340.57        140.71019  1.0
    68    39    34  1.323E-07        4271.98118020  1343.14        142.49795  1.0
    69    41    39  1.269E-07        4493.96277340  1558.82        149.90246  1.0
    70    41    37  5.795E-07        4559.72755180  1558.82        152.09614  1.0
    71    42    37  1.576E-07        4612.79448530  1561.36        153.86626  1.0
    72    44    42  1.515E-07        4834.02237090  1793.36        161.24563  1.0
    73    44    40  6.891E-07        4900.32446700  1793.36        163.45723  1.0
    74    45    40  1.871E-07        4952.86688510  1795.88        165.20986  1.0
    75    47    45  1.803E-07        5173.28540620  2044.16        172.56223  1.0
    76    47    43  8.168E-07        5240.12224000  2044.16        174.79166  1.0
    77    48    43  2.214E-07        5292.14366900  2046.66        176.52691  1.0
! NUMBER OF COLLISION PARTNERS
 1
! Partner 1, collisions between:
1  'He-O2 rates of Lique 2010, J. Chem. Phys., 132, 044311, scaled by 1.37'
! Number of collisional transitions
 630
! Number of collisional temperatures
 13
! TEMPERATURES
    5.0   10.0   15.0   20.0   30.0   50.0   75.0  100.0  150.0  200.0  250.0  300.0  350.0
! TRANS Upper  Lower  Rates [cm3 s-1]
   1    2    1 7.55e-12 9.02e-12 9.54e-12 9.99e-12 1.10e-11 1.30e-11 1.48e-11 1.62e-11 1.77e-11 1.87e-11 1.94e-11 1.99e-11 2.03e-11 
   2    3    2 2.78e-11 3.09e-11 3.11e-11 3.16e-11 3.35e-11 3.85e-11 4.36e-11 4.73e-11 5.17e-11 5.44e-11 5.63e-11 5.79e-11 5.91e-11 
   3    3    1 2.02e-12 2.03e-12 1.64e-12 1.32e-12 9.02e-13 5.15e-13 3.16e-13 2.20e-13 1.31e-13 9.18e-14 7.05e-14 5.76e-14 4.92e-14 
   4    5    2 3.34e-11 3.52e-11 3.68e-11 3.83e-11 4.12e-11 4.63e-11 5.11e-11 5.46e-11 5.88e-11 6.14e-11 6.34e-11 6.50e-11 6.62e-11 
   5    5    3 4.78e-12 4.34e-12 4.16e-12 4.10e-12 4.16e-12 4.70e-12 5.62e-12 6.54e-12 8.11e-12 9.26e-12 1.01e-11 1.08e-11 1.14e-11 
   6    5    1 2.63e-12 2.50e-12 2.45e-12 2.43e-12 2.52e-12 2.89e-12 3.48e-12 4.05e-12 5.03e-12 5.74e-12 6.28e-12 6.69e-12 7.02e-12 
   7    5    4 1.51e-12 1.79e-12 1.94e-12 2.08e-12 2.36e-12 3.09e-12 4.19e-12 5.36e-12 7.63e-12 9.57e-12 1.12e-11 1.25e-11 1.36e-11 
   8    6    2 1.40e-11 1.48e-11 1.53e-11 1.58e-11 1.68e-11 1.90e-11 2.13e-11 2.32e-11 2.61e-11 2.80e-11 2.95e-11 3.06e-11 3.16e-11 
   9    6    3 2.21e-11 2.41e-11 2.53e-11 2.65e-11 2.86e-11 3.23e-11 3.59e-11 3.85e-11 4.21e-11 4.43e-11 4.59e-11 4.71e-11 4.84e-11 
  10    6    1 9.15e-14 9.00e-14 9.19e-14 8.74e-14 7.27e-14 4.92e-14 3.30e-14 2.39e-14 1.48e-14 1.04e-14 7.93e-15 6.38e-15 5.35e-15 
  11    6    5 6.79e-12 8.47e-12 9.54e-12 1.03e-11 1.16e-11 1.39e-11 1.66e-11 1.91e-11 2.31e-11 2.61e-11 2.84e-11 3.04e-11 3.20e-11 
  12    6    4 6.64e-12 8.47e-12 9.63e-12 1.04e-11 1.17e-11 1.39e-11 1.62e-11 1.81e-11 2.10e-11 2.30e-11 2.43e-11 2.54e-11 2.64e-11 
  13    4    2 1.32e-11 1.22e-11 1.19e-11 1.18e-11 1.21e-11 1.37e-11 1.61e-11 1.84e-11 2.21e-11 2.50e-11 2.71e-11 2.86e-11 3.00e-11 
  14    4    3 1.58e-11 1.68e-11 1.77e-11 1.86e-11 1.99e-11 2.25e-11 2.49e-11 2.64e-11 2.82e-11 2.93e-11 3.01e-11 3.06e-11 3.12e-11 
  15    4    1 1.26e-11 1.39e-11 1.46e-11 1.53e-11 1.65e-11 1.84e-11 2.01e-11 2.12e-11 2.24e-11 2.32e-11 2.38e-11 2.42e-11 2.46e-11 
  16    8    2 7.85e-12 8.01e-12 8.12e-12 8.30e-12 8.84e-12 1.03e-11 1.23e-11 1.43e-11 1.75e-11 1.98e-11 2.16e-11 2.30e-11 2.41e-11 
  17    8    3 7.68e-13 7.79e-13 8.08e-13 8.51e-13 9.62e-13 1.25e-12 1.66e-12 2.12e-12 2.97e-12 3.71e-12 4.32e-12 4.82e-12 5.24e-12 
  18    8    1 4.69e-13 4.89e-13 5.13e-13 5.43e-13 6.14e-13 7.97e-13 1.06e-12 1.35e-12 1.90e-12 2.36e-12 2.73e-12 3.05e-12 3.31e-12 
  19    8    5 5.28e-11 5.42e-11 5.51e-11 5.63e-11 5.91e-11 6.43e-11 6.97e-11 7.35e-11 7.89e-11 8.25e-11 8.52e-11 8.74e-11 8.93e-11 
  20    8    6 2.57e-12 2.39e-12 2.36e-12 2.42e-12 2.60e-12 3.17e-12 4.05e-12 4.99e-12 6.75e-12 8.27e-12 9.55e-12 1.06e-11 1.15e-11 
  21    8    4 4.47e-13 4.47e-13 4.67e-13 4.98e-13 5.83e-13 8.23e-13 1.23e-12 1.70e-12 2.79e-12 3.89e-12 4.91e-12 5.83e-12 6.64e-12 
  22    8    7 1.79e-13 2.24e-13 2.58e-13 2.90e-13 3.59e-13 5.26e-13 8.11e-13 1.17e-12 2.08e-12 3.11e-12 4.18e-12 5.24e-12 6.24e-12 
  23    9    2 3.38e-12 3.52e-12 3.61e-12 3.72e-12 4.04e-12 4.82e-12 5.95e-12 7.05e-12 8.96e-12 1.05e-11 1.16e-11 1.26e-11 1.34e-11 
  24    9    3 4.96e-12 5.13e-12 5.22e-12 5.36e-12 5.76e-12 6.79e-12 8.25e-12 9.65e-12 1.20e-11 1.39e-11 1.53e-11 1.64e-11 1.72e-11 
  25    9    1 7.83e-15 5.99e-15 5.84e-15 5.85e-15 5.47e-15 4.27e-15 3.13e-15 2.42e-15 1.62e-15 1.22e-15 9.88e-16 8.45e-16 7.53e-16 
  26    9    5 7.30e-12 7.59e-12 7.79e-12 8.03e-12 8.55e-12 9.72e-12 1.12e-11 1.26e-11 1.51e-11 1.72e-11 1.88e-11 2.03e-11 2.14e-11 
  27    9    6 4.44e-11 4.59e-11 4.69e-11 4.80e-11 5.03e-11 5.46e-11 5.88e-11 6.18e-11 6.60e-11 6.89e-11 7.12e-11 7.31e-11 7.49e-11 
  28    9    4 2.69e-12 2.76e-12 2.83e-12 2.93e-12 3.17e-12 3.83e-12 4.77e-12 5.70e-12 7.35e-12 8.67e-12 9.70e-12 1.05e-11 1.12e-11 
  29    9    8 2.97e-12 3.59e-12 4.08e-12 4.49e-12 5.22e-12 6.50e-12 8.03e-12 9.47e-12 1.21e-11 1.43e-11 1.62e-11 1.80e-11 1.95e-11 
  30    9    7 3.23e-12 3.88e-12 4.41e-12 4.88e-12 5.66e-12 7.04e-12 8.60e-12 1.00e-11 1.25e-11 1.46e-11 1.62e-11 1.77e-11 1.88e-11 
  31    7    2 2.57e-12 2.63e-12 2.71e-12 2.82e-12 3.12e-12 3.90e-12 5.03e-12 6.21e-12 8.41e-12 1.03e-11 1.18e-11 1.30e-11 1.40e-11 
  32    7    3 3.90e-12 3.94e-12 3.99e-12 4.05e-12 4.29e-12 4.95e-12 5.88e-12 6.76e-12 8.18e-12 9.18e-12 9.92e-12 1.05e-11 1.10e-11 
  33    7    1 2.78e-12 2.86e-12 2.90e-12 2.95e-12 3.15e-12 3.64e-12 4.33e-12 4.98e-12 5.99e-12 6.72e-12 7.26e-12 7.67e-12 8.00e-12 
  34    7    5 1.69e-12 1.58e-12 1.58e-12 1.64e-12 1.80e-12 2.32e-12 3.16e-12 4.14e-12 6.23e-12 8.29e-12 1.02e-11 1.19e-11 1.33e-11 
  35    7    6 1.06e-11 1.04e-11 1.04e-11 1.06e-11 1.12e-11 1.25e-11 1.43e-11 1.58e-11 1.83e-11 2.02e-11 2.17e-11 2.30e-11 2.39e-11 
  36    7    4 4.36e-11 4.49e-11 4.59e-11 4.70e-11 4.92e-11 5.35e-11 5.74e-11 6.02e-11 6.38e-11 6.60e-11 6.76e-11 6.90e-11 7.02e-11 
  37   10    2 1.86e-12 1.92e-12 1.99e-12 2.09e-12 2.34e-12 2.97e-12 3.88e-12 4.82e-12 6.65e-12 8.23e-12 9.54e-12 1.06e-11 1.15e-11 
  38   10    3 1.50e-13 1.55e-13 1.64e-13 1.75e-13 2.05e-13 2.91e-13 4.37e-13 6.14e-13 1.02e-12 1.44e-12 1.83e-12 2.19e-12 2.50e-12 
  39   10    1 9.51e-14 1.00e-13 1.06e-13 1.14e-13 1.34e-13 1.90e-13 2.83e-13 3.97e-13 6.58e-13 9.26e-13 1.18e-12 1.40e-12 1.61e-12 
  40   10    5 1.02e-11 1.06e-11 1.10e-11 1.14e-11 1.25e-11 1.48e-11 1.80e-11 2.08e-11 2.54e-11 2.89e-11 3.16e-11 3.37e-11 3.55e-11 
  41   10    6 5.57e-13 5.62e-13 5.84e-13 6.18e-13 7.08e-13 9.44e-13 1.31e-12 1.73e-12 2.64e-12 3.52e-12 4.36e-12 5.10e-12 5.76e-12 
  42   10    4 9.30e-14 9.80e-14 1.05e-13 1.14e-13 1.39e-13 2.09e-13 3.37e-13 5.09e-13 9.59e-13 1.50e-12 2.08e-12 2.64e-12 3.17e-12 
  43   10    8 6.25e-11 6.47e-11 6.56e-11 6.67e-11 6.94e-11 7.46e-11 8.01e-11 8.42e-11 8.99e-11 9.40e-11 9.72e-11 9.98e-11 1.02e-10 
  44   10    9 1.48e-12 1.39e-12 1.39e-12 1.43e-12 1.58e-12 1.98e-12 2.57e-12 3.20e-12 4.47e-12 5.68e-12 6.78e-12 7.77e-12 8.67e-12 
  45   10    7 8.63e-14 8.60e-14 9.08e-14 9.84e-14 1.18e-13 1.76e-13 2.79e-13 4.18e-13 7.99e-13 1.29e-12 1.86e-12 2.47e-12 3.08e-12 
  46   12    2 8.23e-13 8.62e-13 8.99e-13 9.48e-13 1.07e-12 1.39e-12 1.86e-12 2.38e-12 3.42e-12 4.37e-12 5.21e-12 5.92e-12 6.53e-12 
  47   12    3 1.12e-12 1.17e-12 1.22e-12 1.29e-12 1.44e-12 1.86e-12 2.46e-12 3.11e-12 4.40e-12 5.54e-12 6.53e-12 7.35e-12 8.05e-12 
  48   12    1 1.02e-15 7.45e-16 6.60e-16 6.38e-16 6.17e-16 5.37e-16 4.40e-16 3.70e-16 2.89e-16 2.50e-16 2.32e-16 2.24e-16 2.24e-16 
  49   12    5 1.88e-12 1.99e-12 2.08e-12 2.19e-12 2.43e-12 3.01e-12 3.82e-12 4.65e-12 6.23e-12 7.64e-12 8.88e-12 9.95e-12 1.09e-11 
  50   12    6 8.11e-12 8.52e-12 8.82e-12 9.17e-12 9.99e-12 1.18e-11 1.42e-11 1.64e-11 1.99e-11 2.27e-11 2.47e-11 2.65e-11 2.80e-11 
  51   12    4 6.29e-13 6.61e-13 6.94e-13 7.37e-13 8.42e-13 1.11e-12 1.50e-12 1.94e-12 2.82e-12 3.64e-12 4.36e-12 4.98e-12 5.50e-12 
  52   12    8 4.07e-12 4.29e-12 4.41e-12 4.56e-12 4.89e-12 5.61e-12 6.54e-12 7.44e-12 9.11e-12 1.06e-11 1.20e-11 1.32e-11 1.43e-11 
  53   12    9 5.76e-11 5.98e-11 6.06e-11 6.17e-11 6.40e-11 6.86e-11 7.31e-11 7.64e-11 8.07e-11 8.37e-11 8.60e-11 8.81e-11 8.99e-11 
  54   12    7 1.48e-12 1.57e-12 1.64e-12 1.73e-12 1.94e-12 2.43e-12 3.15e-12 3.88e-12 5.32e-12 6.62e-12 7.77e-12 8.77e-12 9.65e-12 
  55   12   10 1.75e-12 2.08e-12 2.32e-12 2.56e-12 3.00e-12 3.75e-12 4.65e-12 5.51e-12 7.12e-12 8.60e-12 9.98e-12 1.12e-11 1.24e-11 
  56   12   11 1.86e-12 2.20e-12 2.47e-12 2.73e-12 3.20e-12 4.03e-12 4.98e-12 5.88e-12 7.55e-12 9.06e-12 1.04e-11 1.16e-11 1.27e-11 
  57   11    2 5.77e-13 5.99e-13 6.27e-13 6.65e-13 7.64e-13 1.03e-12 1.46e-12 1.97e-12 3.06e-12 4.15e-12 5.15e-12 6.03e-12 6.80e-12 
  58   11    3 9.07e-13 9.39e-13 9.73e-13 1.02e-12 1.14e-12 1.43e-12 1.86e-12 2.30e-12 3.12e-12 3.82e-12 4.38e-12 4.85e-12 5.22e-12 
  59   11    1 6.45e-13 6.69e-13 6.95e-13 7.30e-13 8.14e-13 1.02e-12 1.33e-12 1.64e-12 2.23e-12 2.72e-12 3.12e-12 3.44e-12 3.71e-12 
  60   11    5 4.44e-13 4.59e-13 4.80e-13 5.09e-13 5.83e-13 7.86e-13 1.12e-12 1.54e-12 2.52e-12 3.61e-12 4.73e-12 5.81e-12 6.82e-12 
  61   11    6 2.45e-12 2.53e-12 2.60e-12 2.71e-12 3.00e-12 3.66e-12 4.58e-12 5.51e-12 7.20e-12 8.62e-12 9.79e-12 1.08e-11 1.16e-11 
  62   11    4 7.93e-12 8.31e-12 8.60e-12 8.95e-12 9.74e-12 1.16e-11 1.39e-11 1.59e-11 1.92e-11 2.17e-11 2.35e-11 2.49e-11 2.60e-11 
  63   11    8 3.53e-13 3.27e-13 3.27e-13 3.39e-13 3.79e-13 4.95e-13 6.91e-13 9.40e-13 1.58e-12 2.36e-12 3.23e-12 4.15e-12 5.07e-12 
  64   11    9 5.85e-12 5.76e-12 5.76e-12 5.85e-12 6.18e-12 7.00e-12 8.08e-12 9.14e-12 1.11e-11 1.28e-11 1.42e-11 1.55e-11 1.66e-11 
  65   11    7 5.80e-11 6.02e-11 6.10e-11 6.21e-11 6.45e-11 6.94e-11 7.42e-11 7.78e-11 8.26e-11 8.58e-11 8.82e-11 9.04e-11 9.22e-11 
  66   11   10 6.05e-14 7.52e-14 8.66e-14 9.85e-14 1.23e-13 1.80e-13 2.73e-13 3.99e-13 7.38e-13 1.19e-12 1.75e-12 2.38e-12 3.06e-12 
  67   13    2 3.78e-13 3.99e-13 4.21e-13 4.51e-13 5.26e-13 7.33e-13 1.07e-12 1.47e-12 2.36e-12 3.28e-12 4.15e-12 4.92e-12 5.61e-12 
  68   13    3 2.98e-14 3.16e-14 3.38e-14 3.67e-14 4.45e-14 6.78e-14 1.11e-13 1.70e-13 3.33e-13 5.32e-13 7.46e-13 9.62e-13 1.17e-12 
  69   13    1 1.94e-14 2.08e-14 2.23e-14 2.42e-14 2.93e-14 4.45e-14 7.27e-14 1.12e-13 2.16e-13 3.45e-13 4.84e-13 6.23e-13 7.56e-13 
  70   13    5 2.63e-12 2.76e-12 2.89e-12 3.05e-12 3.44e-12 4.38e-12 5.73e-12 7.15e-12 9.87e-12 1.23e-11 1.43e-11 1.59e-11 1.73e-11 
  71   13    6 1.18e-13 1.22e-13 1.29e-13 1.39e-13 1.66e-13 2.41e-13 3.70e-13 5.35e-13 9.40e-13 1.40e-12 1.88e-12 2.36e-12 2.80e-12 
  72   13    4 1.92e-14 2.08e-14 2.25e-14 2.49e-14 3.11e-14 4.98e-14 8.70e-14 1.42e-13 3.09e-13 5.44e-13 8.30e-13 1.14e-12 1.47e-12 
  73   13    8 1.13e-11 1.20e-11 1.25e-11 1.32e-11 1.46e-11 1.77e-11 2.14e-11 2.49e-11 3.04e-11 3.46e-11 3.78e-11 4.04e-11 4.26e-11 
  74   13    9 3.67e-13 3.74e-13 3.90e-13 4.15e-13 4.81e-13 6.49e-13 9.08e-13 1.21e-12 1.88e-12 2.58e-12 3.27e-12 3.93e-12 4.56e-12 
  75   13    7 2.13e-14 2.24e-14 2.42e-14 2.65e-14 3.28e-14 5.10e-14 8.55e-14 1.35e-13 2.84e-13 5.03e-13 7.79e-13 1.10e-12 1.46e-12 
  76   13   10 6.40e-11 6.75e-11 6.89e-11 7.02e-11 7.35e-11 7.97e-11 8.58e-11 9.02e-11 9.65e-11 1.01e-10 1.04e-10 1.07e-10 1.10e-10 
  77   13   12 9.10e-13 8.62e-13 8.75e-13 9.15e-13 1.03e-12 1.32e-12 1.73e-12 2.17e-12 3.05e-12 3.92e-12 4.73e-12 5.51e-12 6.23e-12 
  78   13   11 2.80e-14 2.79e-14 2.94e-14 3.17e-14 3.83e-14 5.63e-14 8.78e-14 1.30e-13 2.50e-13 4.18e-13 6.35e-13 8.95e-13 1.19e-12 
  79   15    2 1.75e-13 1.84e-13 1.95e-13 2.09e-13 2.46e-13 3.46e-13 5.14e-13 7.22e-13 1.21e-12 1.73e-12 2.25e-12 2.73e-12 3.17e-12 
  80   15    3 2.25e-13 2.39e-13 2.53e-13 2.71e-13 3.17e-13 4.47e-13 6.58e-13 9.17e-13 1.51e-12 2.16e-12 2.76e-12 3.34e-12 3.85e-12 
  81   15    1 1.28e-16 9.81e-17 8.45e-17 7.89e-17 7.49e-17 7.05e-17 6.56e-17 6.25e-17 6.20e-17 6.60e-17 7.27e-17 8.10e-17 9.00e-17 
  82   15    5 5.25e-13 5.55e-13 5.83e-13 6.18e-13 7.08e-13 9.35e-13 1.28e-12 1.68e-12 2.52e-12 3.37e-12 4.18e-12 4.92e-12 5.61e-12 
  83   15    6 2.08e-12 2.19e-12 2.28e-12 2.41e-12 2.71e-12 3.44e-12 4.47e-12 5.54e-12 7.57e-12 9.36e-12 1.09e-11 1.22e-11 1.33e-11 
  84   15    4 1.33e-13 1.42e-13 1.51e-13 1.62e-13 1.92e-13 2.76e-13 4.16e-13 5.90e-13 1.00e-12 1.44e-12 1.88e-12 2.30e-12 2.68e-12 
  85   15    8 1.16e-12 1.24e-12 1.30e-12 1.37e-12 1.55e-12 1.95e-12 2.50e-12 3.06e-12 4.18e-12 5.24e-12 6.21e-12 7.11e-12 7.93e-12 
  86   15    9 1.01e-11 1.07e-11 1.12e-11 1.17e-11 1.29e-11 1.55e-11 1.88e-11 2.17e-11 2.63e-11 2.95e-11 3.20e-11 3.39e-11 3.57e-11 
  87   15    7 4.19e-13 4.44e-13 4.69e-13 5.00e-13 5.79e-13 7.77e-13 1.08e-12 1.43e-12 2.19e-12 2.94e-12 3.68e-12 4.37e-12 4.99e-12 
  88   15   10 2.45e-12 2.61e-12 2.72e-12 2.83e-12 3.06e-12 3.57e-12 4.21e-12 4.81e-12 5.95e-12 7.01e-12 8.01e-12 8.93e-12 9.80e-12 
  89   15   12 6.16e-11 6.46e-11 6.58e-11 6.72e-11 7.02e-11 7.59e-11 8.12e-11 8.51e-11 9.02e-11 9.36e-11 9.62e-11 9.84e-11 1.00e-10 
  90   15   11 8.97e-13 9.59e-13 1.01e-12 1.08e-12 1.23e-12 1.58e-12 2.08e-12 2.58e-12 3.60e-12 4.58e-12 5.50e-12 6.34e-12 7.12e-12 
  91   15   13 1.13e-12 1.36e-12 1.53e-12 1.68e-12 1.97e-12 2.47e-12 3.05e-12 3.61e-12 4.67e-12 5.68e-12 6.62e-12 7.52e-12 8.36e-12 
  92   15   14 1.21e-12 1.44e-12 1.61e-12 1.76e-12 2.06e-12 2.60e-12 3.22e-12 3.82e-12 4.93e-12 5.98e-12 6.95e-12 7.86e-12 8.71e-12 
  93   14    2 1.23e-13 1.29e-13 1.37e-13 1.47e-13 1.76e-13 2.56e-13 3.96e-13 5.80e-13 1.05e-12 1.59e-12 2.17e-12 2.73e-12 3.26e-12 
  94   14    3 1.86e-13 1.95e-13 2.05e-13 2.19e-13 2.54e-13 3.53e-13 5.11e-13 6.98e-13 1.11e-12 1.53e-12 1.91e-12 2.25e-12 2.56e-12 
  95   14    1 1.30e-13 1.37e-13 1.44e-13 1.54e-13 1.80e-13 2.49e-13 3.60e-13 4.91e-13 7.82e-13 1.07e-12 1.34e-12 1.58e-12 1.79e-12 
  96   14    5 1.22e-13 1.26e-13 1.33e-13 1.42e-13 1.66e-13 2.35e-13 3.57e-13 5.15e-13 9.39e-13 1.47e-12 2.08e-12 2.69e-12 3.33e-12 
  97   14    6 6.53e-13 6.76e-13 7.04e-13 7.44e-13 8.45e-13 1.10e-12 1.50e-12 1.94e-12 2.86e-12 3.74e-12 4.55e-12 5.26e-12 5.88e-12 
  98   14    4 2.03e-12 2.13e-12 2.21e-12 2.34e-12 2.63e-12 3.34e-12 4.34e-12 5.37e-12 7.34e-12 9.00e-12 1.04e-11 1.15e-11 1.24e-11 
  99   14    8 1.21e-13 1.24e-13 1.29e-13 1.37e-13 1.58e-13 2.14e-13 3.06e-13 4.22e-13 7.27e-13 1.12e-12 1.59e-12 2.10e-12 2.67e-12 
 100   14    9 1.51e-12 1.55e-12 1.61e-12 1.68e-12 1.87e-12 2.34e-12 2.98e-12 3.64e-12 4.92e-12 6.09e-12 7.15e-12 8.10e-12 8.95e-12 
 101   14    7 1.03e-11 1.09e-11 1.13e-11 1.18e-11 1.31e-11 1.58e-11 1.92e-11 2.21e-11 2.69e-11 3.05e-11 3.31e-11 3.53e-11 3.70e-11 
 102   14   10 1.19e-13 1.08e-13 1.08e-13 1.12e-13 1.25e-13 1.62e-13 2.23e-13 2.98e-13 4.93e-13 7.49e-13 1.06e-12 1.43e-12 1.84e-12 
