   15     6     5  4.2e-10 4.1e-10 4.0e-10 4.0e-10 4.0e-10 4.2e-10 4.4e-10 4.6e-10 4.8e-10 5.0e-10 5.1e-10 5.1e-10 5.3e-10 6.1e-10 6.8e-10
   16     7     1  3.2e-11 3.0e-11 2.9e-11 2.8e-11 2.8e-11 2.8e-11 2.7e-11 2.5e-11 2.4e-11 2.4e-11 2.2e-11 2.2e-11 2.3e-11 2.8e-11 3.4e-11
   17     7     2  9.6e-11 9.3e-11 8.9e-11 8.5e-11 8.1e-11 7.5e-11 6.9e-11 6.6e-11 6.3e-11 6.1e-11 5.9e-11 5.9e-11 6.2e-11 7.2e-11 8.5e-11
   18     7     3  1.7e-10 1.7e-10 1.6e-10 1.5e-10 1.4e-10 1.3e-10 1.3e-10 1.2e-10 1.2e-10 1.2e-10 1.2e-10 1.2e-10 1.3e-10 1.5e-10 1.8e-10
   19     7     4  2.1e-10 2.1e-10 2.0e-10 1.9e-10 1.8e-10 1.7e-10 1.7e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.7e-10 1.9e-10 2.2e-10
   20     7     5  2.9e-10 2.8e-10 2.7e-10 2.6e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.6e-10 2.9e-10 3.3e-10
   21     7     6  3.8e-10 3.8e-10 3.8e-10 3.9e-10 4.0e-10 4.2e-10 4.4e-10 4.6e-10 4.8e-10 5.0e-10 5.2e-10 5.2e-10 5.4e-10 6.2e-10 7.0e-10
   22     8     1  3.1e-11 3.0e-11 2.9e-11 2.6e-11 2.4e-11 2.2e-11 1.9e-11 1.7e-11 1.6e-11 1.5e-11 1.4e-11 1.3e-11 1.4e-11 1.6e-11 1.9e-11
   23     8     2  8.2e-11 8.0e-11 7.6e-11 7.2e-11 6.8e-11 6.2e-11 5.7e-11 5.3e-11 5.1e-11 4.8e-11 4.6e-11 4.6e-11 4.9e-11 5.9e-11 7.2e-11
   24     8     3  1.3e-10 1.3e-10 1.2e-10 1.1e-10 1.1e-10 9.8e-11 9.0e-11 8.6e-11 8.2e-11 7.9e-11 7.7e-11 7.7e-11 8.1e-11 9.4e-11 1.1e-10
   25     8     4  1.6e-10 1.6e-10 1.6e-10 1.5e-10 1.5e-10 1.4e-10 1.4e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10 1.9e-10
   26     8     5  2.0e-10 2.1e-10 2.0e-10 1.9e-10 1.9e-10 1.8e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.8e-10 2.0e-10 2.4e-10
   27     8     6  2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.6e-10 2.6e-10 2.6e-10 2.7e-10 3.1e-10 3.4e-10
   28     8     7  3.3e-10 3.5e-10 3.6e-10 3.8e-10 4.0e-10 4.2e-10 4.4e-10 4.7e-10 4.9e-10 5.0e-10 5.2e-10 5.2e-10 5.4e-10 6.2e-10 7.0e-10
   29     9     1  2.9e-11 2.8e-11 2.6e-11 2.3e-11 2.1e-11 1.9e-11 1.6e-11 1.4e-11 1.3e-11 1.2e-11 1.1e-11 1.0e-11 1.1e-11 1.3e-11 1.5e-11
   30     9     2  7.3e-11 6.9e-11 6.2e-11 5.7e-11 5.1e-11 4.5e-11 4.0e-11 3.7e-11 3.5e-11 3.4e-11 3.2e-11 3.2e-11 3.4e-11 4.0e-11 4.7e-11
   31     9     3  1.0e-10 1.0e-10 9.5e-11 9.0e-11 8.5e-11 7.7e-11 7.2e-11 6.9e-11 6.6e-11 6.4e-11 6.2e-11 6.2e-11 6.6e-11 7.9e-11 9.6e-11
   32     9     4  1.4e-10 1.4e-10 1.3e-10 1.2e-10 1.2e-10 1.1e-10 1.0e-10 9.7e-11 9.4e-11 9.0e-11 8.8e-11 8.8e-11 9.2e-11 1.1e-10 1.3e-10
   33     9     5  1.8e-10 1.8e-10 1.7e-10 1.6e-10 1.5e-10 1.5e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.5e-10 1.7e-10 2.1e-10
   34     9     6  2.1e-10 2.1e-10 2.0e-10 1.9e-10 1.9e-10 1.8e-10 1.8e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.8e-10 2.0e-10 2.4e-10
   35     9     7  2.6e-10 2.5e-10 2.4e-10 2.4e-10 2.4e-10 2.4e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.6e-10 2.6e-10 2.7e-10 3.0e-10 3.4e-10
   36     9     8  3.1e-10 3.3e-10 3.5e-10 3.7e-10 4.0e-10 4.3e-10 4.5e-10 4.7e-10 4.9e-10 5.1e-10 5.2e-10 5.2e-10 5.4e-10 6.3e-10 7.1e-10
   37    10     1  1.3e-11 1.5e-11 1.5e-11 1.4e-11 1.3e-11 1.2e-11 1.1e-11 9.6e-12 9.1e-12 8.7e-12 8.4e-12 8.3e-12 8.8e-12 1.1e-11 1.4e-11
   38    10     2  4.9e-11 4.8e-11 4.5e-11 4.2e-11 3.9e-11 3.4e-11 3.1e-11 2.9e-11 2.8e-11 2.7e-11 2.6e-11 2.6e-11 2.7e-11 3.2e-11 3.9e-11
   39    10     3  7.9e-11 7.7e-11 7.3e-11 6.8e-11 6.3e-11 5.6e-11 5.2e-11 4.9e-11 4.6e-11 4.5e-11 4.3e-11 4.3e-11 4.5e-11 5.3e-11 6.2e-11
   40    10     4  1.0e-10 1.0e-10 9.9e-11 9.6e-11 9.2e-11 8.6e-11 8.1e-11 7.8e-11 7.6e-11 7.3e-11 7.1e-11 7.1e-11 7.5e-11 9.0e-11 1.1e-10
   41    10     5  1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.2e-10 1.1e-10 1.1e-10 1.0e-10 1.0e-10 9.7e-11 9.5e-11 9.5e-11 9.9e-11 1.1e-10 1.3e-10
   42    10     6  1.7e-10 1.7e-10 1.7e-10 1.6e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.4e-10 1.4e-10 1.4e-10 1.5e-10 1.7e-10 2.1e-10
   43    10     7  2.0e-10 2.0e-10 2.0e-10 1.9e-10 1.9e-10 1.8e-10 1.8e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.8e-10 2.0e-10 2.3e-10
   44    10     8  2.4e-10 2.4e-10 2.3e-10 2.3e-10 2.3e-10 2.4e-10 2.4e-10 2.4e-10 2.5e-10 2.5e-10 2.5e-10 2.5e-10 2.6e-10 2.9e-10 3.3e-10
   45    10     9  2.8e-10 3.0e-10 3.3e-10 3.5e-10 3.8e-10 4.1e-10 4.4e-10 4.6e-10 4.8e-10 5.0e-10 5.2e-10 5.2e-10 5.4e-10 6.3e-10 7.1e-10
   46    11     1  9.0e-12 9.5e-12 9.5e-12 9.2e-12 8.8e-12 8.4e-12 7.9e-12 7.6e-12 7.5e-12 7.3e-12 7.2e-12 7.1e-12 7.5e-12 9.3e-12 1.2e-11
   47    11     2  2.6e-11 2.7e-11 2.6e-11 2.6e-11 2.5e-11 2.3e-11 2.2e-11 2.1e-11 2.1e-11 2.0e-11 2.0e-11 2.0e-11 2.1e-11 2.6e-11 3.2e-11
   48    11     3  5.6e-11 5.5e-11 5.3e-11 5.1e-11 4.9e-11 4.5e-11 4.3e-11 4.0e-11 3.9e-11 3.8e-11 3.7e-11 3.7e-11 3.9e-11 4.5e-11 5.4e-11
   49    11     4  8.1e-11 7.9e-11 7.5e-11 7.2e-11 6.8e-11 6.3e-11 5.9e-11 5.6e-11 5.4e-11 5.2e-11 5.1e-11 5.1e-11 5.3e-11 6.2e-11 7.3e-11
   50    11     5  9.9e-11 1.0e-10 9.9e-11 9.8e-11 9.5e-11 9.0e-11 8.6e-11 8.3e-11 8.0e-11 7.8e-11 7.6e-11 7.6e-11 8.0e-11 9.6e-11 1.2e-10
   51    11     6  1.3e-10 1.3e-10 1.3e-10 1.2e-10 1.2e-10 1.2e-10 1.1e-10 1.1e-10 1.0e-10 1.0e-10 9.9e-11 9.9e-11 1.0e-10 1.2e-10 1.4e-10
   52    11     7  1.7e-10 1.7e-10 1.6e-10 1.6e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.6e-10 1.8e-10 2.2e-10
   53    11     8  2.1e-10 2.0e-10 1.9e-10 1.9e-10 1.8e-10 1.8e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.8e-10 1.8e-10 1.9e-10 2.1e-10 2.5e-10
   54    11     9  2.6e-10 2.5e-10 2.4e-10 2.3e-10 2.3e-10 2.3e-10 2.4e-10 2.4e-10 2.4e-10 2.5e-10 2.5e-10 2.5e-10 2.6e-10 2.9e-10 3.3e-10
   55    11    10  2.8e-10 3.0e-10 3.2e-10 3.4e-10 3.7e-10 4.0e-10 4.3e-10 4.5e-10 4.8e-10 4.9e-10 5.1e-10 5.1e-10 5.3e-10 6.2e-10 7.0e-10
   56    12     1  6.0e-12 6.0e-12 6.0e-12 6.0e-12 6.1e-12 6.1e-12 6.0e-12 5.7e-12 5.6e-12 5.4e-12 5.2e-12 5.1e-12 5.3e-12 6.4e-12 7.9e-12
   57    12     2  2.1e-11 2.1e-11 2.0e-11 2.0e-11 1.9e-11 1.9e-11 1.9e-11 1.8e-11 1.8e-11 1.8e-11 1.7e-11 1.7e-11 1.8e-11 2.2e-11 2.8e-11
   58    12     3  3.6e-11 3.6e-11 3.5e-11 3.5e-11 3.4e-11 3.2e-11 3.1e-11 3.0e-11 2.9e-11 2.8e-11 2.8e-11 2.8e-11 2.9e-11 3.6e-11 4.4e-11
   59    12     4  5.7e-11 5.7e-11 5.6e-11 5.5e-11 5.3e-11 5.0e-11 4.7e-11 4.6e-11 4.4e-11 4.2e-11 4.1e-11 4.1e-11 4.3e-11 5.0e-11 5.9e-11
   60    12     5  7.5e-11 7.5e-11 7.3e-11 7.1e-11 6.8e-11 6.4e-11 6.1e-11 5.8e-11 5.6e-11 5.5e-11 5.3e-11 5.3e-11 5.5e-11 6.4e-11 7.5e-11
   61    12     6  9.1e-11 9.3e-11 9.3e-11 9.3e-11 9.1e-11 8.7e-11 8.4e-11 8.2e-11 7.9e-11 7.8e-11 7.6e-11 7.6e-11 8.0e-11 9.5e-11 1.2e-10
   62    12     7  1.1e-10 1.1e-10 1.2e-10 1.2e-10 1.2e-10 1.1e-10 1.1e-10 1.1e-10 1.0e-10 1.0e-10 9.9e-11 9.9e-11 1.0e-10 1.2e-10 1.4e-10
   63    12     8  1.6e-10 1.6e-10 1.5e-10 1.5e-10 1.5e-10 1.5e-10 1.4e-10 1.4e-10 1.4e-10 1.5e-10 1.5e-10 1.5e-10 1.6e-10 1.8e-10 2.2e-10
   64    12     9  1.9e-10 1.9e-10 1.8e-10 1.8e-10 1.8e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.7e-10 1.8e-10 2.0e-10 2.3e-10
   65    12    10  2.4e-10 2.4e-10 2.3e-10 2.3e-10 2.2e-10 2.3e-10 2.3e-10 2.3e-10 2.4e-10 2.4e-10 2.4e-10 2.4e-10 2.5e-10 2.8e-10 3.2e-10
   66    12    11  2.6e-10 2.8e-10 3.0e-10 3.3e-10 3.5e-10 3.9e-10 4.2e-10 4.4e-10 4.6e-10 4.8e-10 5.0e-10 5.0e-10 5.2e-10 6.0e-10 6.9e-10
   67    13     1  6.8e-12 6.2e-12 5.8e-12 5.5e-12 5.4e-12 5.4e-12 5.3e-12 5.2e-12 5.1e-12 4.9e-12 4.8e-12 4.8e-12 5.0e-12 6.0e-12 7.5e-12
   68    13     2  1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.5e-11 1.5e-11 1.4e-11 1.4e-11 1.3e-11 1.3e-11 1.3e-11 1.4e-11 1.6e-11 2.0e-11
   69    13     3  2.8e-11 2.8e-11 2.7e-11 2.7e-11 2.6e-11 2.6e-11 2.5e-11 2.5e-11 2.4e-11 2.4e-11 2.3e-11 2.3e-11 2.4e-11 2.9e-11 3.7e-11
   70    13     4  3.7e-11 3.7e-11 3.6e-11 3.6e-11 3.6e-11 3.5e-11 3.4e-11 3.3e-11 3.2e-11 3.2e-11 3.1e-11 3.1e-11 3.3e-11 3.9e-11 4.8e-11
   71    13     5  5.6e-11 5.7e-11 5.7e-11 5.6e-11 5.4e-11 5.1e-11 4.9e-11 4.8e-11 4.6e-11 4.5e-11 4.4e-11 4.4e-11 4.6e-11 5.3e-11 6.3e-11
   72    13     6  6.6e-11 6.8e-11 6.8e-11 6.7e-11 6.6e-11 6.3e-11 6.0e-11 5.8e-11 5.7e-11 5.6e-11 5.5e-11 5.5e-11 5.7e-11 6.5e-11 7.7e-11
   73    13     7  8.5e-11 8.6e-11 8.7e-11 8.6e-11 8.5e-11 8.3e-11 8.2e-11 8.0e-11 7.9e-11 7.7e-11 7.6e-11 7.6e-11 8.0e-11 9.4e-11 1.1e-10
   74    13     8  1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.2e-10 1.4e-10
   75    13     9  1.5e-10 1.5e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.5e-10 1.7e-10 2.0e-10
   76    13    10  1.9e-10 1.8e-10 1.8e-10 1.7e-10 1.7e-10 1.7e-10 1.6e-10 1.6e-10 1.6e-10 1.7e-10 1.7e-10 1.7e-10 1.8e-10 2.0e-10 2.3e-10
   77    13    11  2.4e-10 2.4e-10 2.3e-10 2.2e-10 2.2e-10 2.2e-10 2.2e-10 2.3e-10 2.3e-10 2.4e-10 2.4e-10 2.4e-10 2.5e-10 2.8e-10 3.2e-10
   78    13    12  2.7e-10 2.8e-10 2.9e-10 3.1e-10 3.4e-10 3.8e-10 4.1e-10 4.3e-10 4.5e-10 4.8e-10 4.9e-10 4.9e-10 5.1e-10 5.9e-10 6.8e-10
   79    14     1  4.4e-12 4.6e-12 4.6e-12 4.5e-12 4.5e-12 4.4e-12 4.3e-12 4.1e-12 4.0e-12 3.8e-12 3.7e-12 3.5e-12 3.6e-12 4.2e-12 5.0e-12
   80    14     2  1.4e-11 1.4e-11 1.4e-11 1.4e-11 1.4e-11 1.4e-11 1.3e-11 1.3e-11 1.2e-11 1.2e-11 1.2e-11 1.2e-11 1.3e-11 1.5e-11 1.8e-11
   81    14     3  1.9e-11 1.9e-11 2.0e-11 2.0e-11 2.0e-11 2.0e-11 2.0e-11 1.9e-11 1.8e-11 1.7e-11 1.7e-11 1.7e-11 1.8e-11 2.1e-11 2.5e-11
   82    14     4  2.9e-11 2.9e-11 2.9e-11 2.9e-11 2.9e-11 2.9e-11 2.8e-11 2.8e-11 2.8e-11 2.7e-11 2.7e-11 2.7e-11 2.8e-11 3.4e-11 4.2e-11
   83    14     5  3.8e-11 3.8e-11 3.8e-11 3.7e-11 3.7e-11 3.6e-11 3.5e-11 3.5e-11 3.4e-11 3.4e-11 3.3e-11 3.3e-11 3.5e-11 4.1e-11 5.1e-11
   84    14     6  4.8e-11 5.0e-11 5.2e-11 5.2e-11 5.1e-11 5.0e-11 4.8e-11 4.7e-11 4.6e-11 4.4e-11 4.4e-11 4.4e-11 4.6e-11 5.2e-11 6.2e-11
   85    14     7  5.6e-11 5.9e-11 6.2e-11 6.3e-11 6.3e-11 6.1e-11 6.0e-11 5.8e-11 5.7e-11 5.6e-11 5.6e-11 5.6e-11 5.8e-11 6.6e-11 7.8e-11
   86    14     8  7.1e-11 7.4e-11 7.7e-11 7.8e-11 7.9e-11 7.9e-11 7.8e-11 7.7e-11 7.6e-11 7.4e-11 7.4e-11 7.4e-11 7.7e-11 9.1e-11 1.1e-10
   87    14     9  1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.2e-10 1.4e-10
   88    14    10  1.5e-10 1.5e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.5e-10 1.7e-10 2.0e-10
   89    14    11  1.7e-10 1.7e-10 1.7e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.7e-10 1.7e-10 1.8e-10 2.0e-10 2.3e-10
   90    14    12  2.3e-10 2.3e-10 2.2e-10 2.2e-10 2.2e-10 2.2e-10 2.2e-10 2.2e-10 2.3e-10 2.3e-10 2.4e-10 2.4e-10 2.5e-10 2.8e-10 3.2e-10
   91    14    13  2.7e-10 2.8e-10 2.9e-10 3.0e-10 3.3e-10 3.6e-10 3.9e-10 4.2e-10 4.4e-10 4.6e-10 4.8e-10 4.8e-10 5.0e-10 5.8e-10 6.6e-10
   92    15     1  4.0e-12 4.2e-12 4.2e-12 4.2e-12 4.1e-12 4.0e-12 3.8e-12 3.6e-12 3.4e-12 3.3e-12 3.2e-12 3.1e-12 3.2e-12 3.7e-12 4.5e-12
   93    15     2  1.0e-11 1.0e-11 1.0e-11 1.0e-11 1.0e-11 1.0e-11 9.6e-12 9.2e-12 9.0e-12 8.6e-12 8.3e-12 8.3e-12 8.6e-12 9.8e-12 1.2e-11
   94    15     3  1.7e-11 1.7e-11 1.7e-11 1.7e-11 1.7e-11 1.7e-11 1.7e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.7e-11 2.0e-11 2.4e-11
   95    15     4  2.1e-11 2.1e-11 2.2e-11 2.2e-11 2.2e-11 2.2e-11 2.1e-11 2.0e-11 2.0e-11 1.9e-11 1.9e-11 1.9e-11 2.0e-11 2.3e-11 2.8e-11
   96    15     5  2.7e-11 2.7e-11 2.8e-11 2.8e-11 2.9e-11 2.9e-11 2.9e-11 2.9e-11 2.9e-11 2.8e-11 2.8e-11 2.8e-11 2.9e-11 3.5e-11 4.3e-11
   97    15     6  3.5e-11 3.5e-11 3.6e-11 3.6e-11 3.6e-11 3.6e-11 3.6e-11 3.6e-11 3.6e-11 3.5e-11 3.5e-11 3.5e-11 3.6e-11 4.3e-11 5.3e-11
   98    15     7  4.3e-11 4.5e-11 4.7e-11 4.8e-11 4.8e-11 4.8e-11 4.7e-11 4.6e-11 4.5e-11 4.4e-11 4.4e-11 4.4e-11 4.5e-11 5.2e-11 6.1e-11
   99    15     8  4.8e-11 5.1e-11 5.4e-11 5.6e-11 5.7e-11 5.8e-11 5.7e-11 5.7e-11 5.7e-11 5.7e-11 5.7e-11 5.7e-11 5.9e-11 6.7e-11 7.8e-11
  100    15     9  6.1e-11 6.4e-11 6.8e-11 7.0e-11 7.2e-11 7.4e-11 7.5e-11 7.5e-11 7.5e-11 7.4e-11 7.4e-11 7.4e-11 7.7e-11 9.0e-11 1.1e-10
  101    15    10  9.9e-11 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 1.2e-10 1.4e-10
  102    15    11  1.5e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.4e-10 1.5e-10 1.5e-10 1.5e-10 1.6e-10 1.8e-10 2.1e-10
  103    15    12  1.7e-10 1.7e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.6e-10 1.7e-10 1.9e-10 2.2e-10
  104    15    13  2.4e-10 2.4e-10 2.3e-10 2.2e-10 2.2e-10 2.2e-10 2.2e-10 2.2e-10 2.3e-10 2.3e-10 2.3e-10 2.3e-10 2.4e-10 2.7e-10 3.0e-10
  105    15    14  2.9e-10 2.9e-10 3.0e-10 3.0e-10 3.2e-10 3.5e-10 3.8e-10 4.1e-10 4.3e-10 4.5e-10 4.7e-10 4.7e-10 4.9e-10 5.7e-10 6.5e-10
  106    16     1  2.4e-12 2.5e-12 2.6e-12 2.7e-12 2.7e-12 2.7e-12 2.6e-12 2.5e-12 2.4e-12 2.3e-12 2.2e-12 2.1e-12 2.1e-12 2.3e-12 2.7e-12
  107    16     2  8.0e-12 8.3e-12 8.6e-12 8.6e-12 8.6e-12 8.3e-12 8.1e-12 7.8e-12 7.7e-12 7.6e-12 7.5e-12 7.5e-12 7.7e-12 8.8e-12 1.1e-11
  108    16     3  1.3e-11 1.3e-11 1.3e-11 1.3e-11 1.3e-11 1.3e-11 1.2e-11 1.2e-11 1.2e-11 1.1e-11 1.1e-11 1.1e-11 1.1e-11 1.3e-11 1.5e-11
  109    16     4  1.7e-11 1.7e-11 1.8e-11 1.8e-11 1.9e-11 1.9e-11 1.8e-11 1.8e-11 1.8e-11 1.7e-11 1.7e-11 1.7e-11 1.8e-11 2.0e-11 2.5e-11
  110    16     5  2.1e-11 2.2e-11 2.2e-11 2.2e-11 2.3e-11 2.2e-11 2.2e-11 2.1e-11 2.1e-11 2.1e-11 2.0e-11 2.0e-11 2.1e-11 2.4e-11 2.9e-11
